text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"-cosmos structure where the
isoﬁbrations are taken to be the discrete isoﬁbrations. Alas, when a 2-category",9,CMR10,,107,79
C,9,CMMI10,,1,1
"admits non-identity invertible 2-cells, the unique functor",9,CMR10,,58,58
C,9,CMMI10,,1,1
→,9,CMSY10,,1,1
1,9,BBOLD10,,1,1
"is not a discrete
isoﬁbration. So this class violates one of the closure axioms required of an",9,CMR10,,94,76
∞,9,CMSY10,,1,1
"-cosmos
in [RV21, 1.2.1(ii)].",9,CMR10,,29,21
2.3.,9,CMR10,,4,4
Non-examples.,9,CMBX10,,13,13
Many examples of,9,CMR10,,16,16
∞,9,CMSY10,,1,1
"-cosmoi arise as full subcategories of
ﬁbrant objects in a suitably-enriched model category with all objects coﬁbrant in
which case the isoﬁbrations taken to be the ﬁbrations between ﬁbrant objects. This
was the strategy employed in the proof of Proposition 2.3. Such",9,CMR10,,267,82
∞,9,CMSY10,,1,1
"-cosmoi are well-
behaved in the sense that the equivalences between",9,CMR10,,68,50
∞,9,CMSY10,,1,1
"-categories, as captured by
Deﬁnition 3.1, are precisely the weak equivalences in the model structure [RV21,",9,CMR10,,108,80
"1.2.13, 1.4.7]. This suggests that we might productively consider model categories
of 2-categories or bicategories.",9,CMR10,,115,82
"In [La02, La04], Lack describes a pair of Quillen equivalent model structures on
the categories of 2-categories and 2-functors and bicategories and strict functors,
respectively. These are attractive settings within which to consider the homotopy
theory of 2-categories or bicategories.
In each case, all objects are ﬁbrant, and
the weak equivalences are the biequivalences that respectively deﬁne 2-functors or
pseudofunctors. Unfortunately, in order to extract an interesting",9,CMR10,,477,83
∞,9,CMSY10,,1,1
"-cosmos struc-
ture from either of these model categories we must ﬁnd a compatible enrichment.
By [La02,",9,CMR10,,104,79
§,9,SFRM1000,,1,1
"7], the model structure for 2-categories is not cartesian monoidal, though",9,CMR10,,74,74
"it does deﬁne a monoidal model category with respect to the Gray tensor product.
We are not aware of a strong monoidal Quillen adjunction relating this monoidal
model category to the Joyal model structure on simplicial sets, and thus are unable
to convert this into the required quasi-categorical enrichment by applying [RV21,",9,CMR10,,326,83
6,6,CMR7,,1,1
EMILY RIEHL AND MIRA WATTAL,6,CMR7,,27,27
"E.1.3]. The model structure for bicategories fails to be cartesian monoidal for sim-
ilar reasons.",9,CMR10,,98,84
3.,9,CMR10,,2,2
Formal category theory in an,9,CMCSC10,,28,28
∞,9,CMSY10,,1,1
-cosmos,9,CMCSC10,,7,7
"For the reader’s convenience, we recall the following deﬁnitions from [RV21,
Chapter 2], which develop the basic formal category theory of “",9,CMR10,,140,76
∞,9,CMSY10,,1,1
"-categories,” the
objects in an",9,CMR10,,31,17
∞,9,CMSY10,,1,1
"-cosmos. The context for the following deﬁnitions is the homotopy
2-category of",9,CMR10,,79,65
∞,9,CMSY10,,1,1
"-categories,",9,CMR10,,12,12
∞,9,CMSY10,,1,1
"-functors, and",9,CMR10,,14,14
∞,9,CMSY10,,1,1
"-natural transformations. Here it
suﬃces to work in any 2-category that has a 2-terminal object 1 and is either carte-
sian closed or is cotensored over 1-categories.",9,CMR10,,166,84
2,6,CMR7,,1,1
"A useful exercise for the reader is to
verify that each of the deﬁnitions appearing below specializes to the standard cat-
egorical notions in the case where the 2-category is",9,CMR10,,175,83
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
", the 2-category of ordinary
categories, functors, and natural transformations.",9,CMR10,,79,50
3,6,CMR7,,1,1
Equivalences and adjunctions between,9,CMR10,,36,36
∞,9,CMSY10,,1,1
-categories are deﬁned using the stan-,9,CMR10,,38,38
dard 2-categorical deﬁnitions.,9,CMR10,,30,30
Deﬁnition 3.1.,9,CMBX10,,14,14
An,9,CMR10,,2,2
equivalence,9,CMBX10,,11,11
is comprised of:,9,CMR10,,16,16
•,9,CMSY10,,1,1
a pair of,9,CMR10,,9,9
∞,9,CMSY10,,1,1
-categories,9,CMR10,,11,11
A,9,CMSY10,,1,1
and,9,CMR10,,3,3
B,9,CMSY10,,1,1
",",9,CMR10,,1,1
•,9,CMSY10,,1,1
a pair of,9,CMR10,,9,9
∞,9,CMSY10,,1,1
-functors,9,CMR10,,9,9
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B → A,9,CMSY10,,5,5
and,9,CMR10,,3,3
G,9,CMMI10,,1,1
:,9,CMR10,,1,1
A → B,9,CMSY10,,5,5
",",9,CMR10,,1,1
•,9,CMSY10,,1,1
and a pair of invertible,9,CMR10,,24,24
∞,9,CMSY10,,1,1
-natural transformations,9,CMR10,,24,24
β,9,CMMI10,,1,1
: id,9,CMR10,,4,4
B,6,CMSY7,,1,1
∼,9,CMSY10,,1,1
=,9,CMR10,,1,1
GF,9,CMMI10,,2,2
and,9,CMR10,,3,3
α,9,CMMI10,,1,1
: id,9,CMR10,,4,4
A,6,CMSY7,,1,1
∼,9,CMSY10,,1,1
=,9,CMR10,,1,1
F G,9,CMMI10,,3,3
.,9,CMR10,,1,1
Deﬁnition 3.2.,9,CMBX10,,14,14
An,9,CMR10,,2,2
adjunction,9,CMBX10,,10,10
is comprised of:,9,CMR10,,16,16
•,9,CMSY10,,1,1
a pair of,9,CMR10,,9,9
∞,9,CMSY10,,1,1
-categories,9,CMR10,,11,11
A,9,CMSY10,,1,1
and,9,CMR10,,3,3
B,9,CMSY10,,1,1
",",9,CMR10,,1,1
•,9,CMSY10,,1,1
a pair of,9,CMR10,,9,9
∞,9,CMSY10,,1,1
-functors,9,CMR10,,9,9
U,9,CMMI10,,1,1
:,9,CMR10,,1,1
A → B,9,CMSY10,,5,5
and,9,CMR10,,3,3
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B → A,9,CMSY10,,5,5
",",9,CMR10,,1,1
•,9,CMSY10,,1,1
and a pair of,9,CMR10,,13,13
∞,9,CMSY10,,1,1
-natural transformations,9,CMR10,,24,24
η,9,CMMI10,,1,1
: id,9,CMR10,,4,4
B,6,CMSY7,,1,1
⇒,9,CMSY10,,1,1
U F,9,CMMI10,,3,3
and,9,CMR10,,3,3
ǫ,9,CMMI10,,1,1
:,9,CMR10,,1,1
F U,9,CMMI10,,3,3
⇒,9,CMSY10,,1,1
id,9,CMR10,,2,2
A,6,CMSY7,,1,1
",",9,CMR10,,1,1
called the,9,CMR10,,10,10
unit,9,CMBX10,,4,4
and,9,CMR10,,3,3
counit,9,CMBX10,,6,6
"respectively,",9,CMR10,,13,13
so that the triangle equalities hold:,9,CMR10,,37,37
B,9,CMSY10,,1,1
U,6,CMMI7,,1,1
A,9,CMSY10,,1,1
⇓,6,CMSY7,,1,1
ǫ F,6,CMMI7,,3,3
⇓,6,CMSY7,,1,1
η,6,CMMI7,,1,1
A,9,CMSY10,,1,1
B,9,CMSY10,,1,1
U,6,CMMI7,,1,1
= =,9,CMR10,,3,3
U,6,CMMI7,,1,1
U,6,CMMI7,,1,1
B,9,CMSY10,,1,1
A,9,CMSY10,,1,1
B,9,CMSY10,,1,1
F,6,CMMI7,,1,1
B,9,CMSY10,,1,1
⇓,6,CMSY7,,1,1
ǫ,6,CMMI7,,1,1
⇓,6,CMSY7,,1,1
η,6,CMMI7,,1,1
U,6,CMMI7,,1,1
A,9,CMSY10,,1,1
F,6,CMMI7,,1,1
= =,9,CMR10,,3,3
"F
F",6,CMMI7,,3,1
A,9,CMSY10,,1,1
B,9,CMSY10,,1,1
A,9,CMSY10,,1,1
.,9,CMMI10,,1,1
"Using the 2-terminal object 1, Deﬁnition 3.2 specializes to give notions of an",9,CMR10,,78,78
initial object or a terminal object inside an,9,CMR10,,45,45
∞,9,CMSY10,,1,1
-category,9,CMR10,,9,9
A,9,CMSY10,,1,1
.,9,CMR10,,1,1
Deﬁnition 3.3.,9,CMBX10,,14,14
An,9,CMR10,,2,2
initial object,9,CMBX10,,14,14
in,9,CMR10,,2,2
A,9,CMSY10,,1,1
"is given by an adjunction as below-left,
while a",9,CMR10,,48,40
terminal object,9,CMBX10,,15,15
in,9,CMR10,,2,2
A,9,CMSY10,,1,1
is given by an adjunction as below-right:,9,CMR10,,41,41
1,9,CMR10,,1,1
A,9,CMSY10,,1,1
1,9,CMR10,,1,1
A,9,CMSY10,,1,1
.,9,CMMI10,,1,1
i,6,CMMI7,,1,1
⊥,9,CMSY10,,1,1
!,6,CMR7,,1,1
!,6,CMR7,,1,1
⊥,9,CMSY10,,1,1
t,6,CMMI7,,1,1
"More general limits are deﬁned using the notion of an absolute right lifting
diagram, which we now recall. Colimits are deﬁned co-dually using absolute left
lifting diagrams.",9,CMR10,,174,79
2,6,CMR7,,1,1
"In the examples we consider, these cotensors are deﬁned strictly, though a weaker notion of",7,CMR8,,91,91
"cotensor would also suﬃce; see [RV21,",7,CMR8,,37,37
§,7,SFRM0800,,1,1
3.2].,7,CMR8,,5,5
3,6,CMR7,,1,1
"Indeed,",7,CMR8,,7,7
C,7,MSBM10,,1,1
at,7,CMSS8,,2,2
is itself an,7,CMR8,,12,12
∞,7,CMSY8,,1,1
"-cosmos [RV21, 1.2.11].",7,CMR8,,23,23
ON,6,CMR7,,2,2
∞,6,CMSY7,,1,1
-COSMOI OF BICATEGORIES,6,CMR7,,23,23
7,6,CMR7,,1,1
Deﬁnition 3.4.,9,CMBX10,,14,14
"In a 2-category, an",9,CMR10,,19,19
absolute right lifting,9,CMBX10,,22,22
of a 1-cell,9,CMR10,,11,11
G,9,CMMI10,,1,1
:,9,CMR10,,1,1
C → A,9,CMSY10,,5,5
through a 1-cell,9,CMR10,,16,16
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B → A,9,CMSY10,,5,5
is given by a 1-cell,9,CMR10,,20,20
R,9,CMMI10,,1,1
:,9,CMR10,,1,1
C → B,9,CMSY10,,5,5
and a 2-cell,9,CMR10,,12,12
so that any 2-cell as below-left factors uniquely as below-right:,9,CMR10,,65,65
(3.5),9,CMR10,,5,5
X,9,CMSY10,,1,1
C,9,CMSY10,,1,1
B,6,CMMI7,,1,1
G,6,CMMI7,,1,1
B,9,CMSY10,,1,1
A,9,CMSY10,,1,1
C,6,CMMI7,,1,1
⇓,6,CMSY7,,1,1
χ,6,CMMI7,,1,1
F,6,CMMI7,,1,1
=,9,CMR10,,1,1
B,6,CMMI7,,1,1
∃,6,CMSY7,,1,1
!,6,CMR7,,1,1
⇓,6,CMSY7,,1,1
ζ,6,CMMI7,,1,1
X,9,CMSY10,,1,1
C,6,CMMI7,,1,1
C,9,CMSY10,,1,1
R,6,CMMI7,,1,1
⇓,6,CMSY7,,1,1
ρ,6,CMMI7,,1,1
G,6,CMMI7,,1,1
B,9,CMSY10,,1,1
G,6,CMMI7,,1,1
A,9,CMSY10,,1,1
.,9,CMMI10,,1,1
"The adjective “absolute” refers to the following stability property, whose proof",9,CMR10,,80,80
is left to the reader:,9,CMR10,,22,22
Lemma 3.6.,9,CMBX10,,10,10
If,9,CMTI10,,2,2
G,6,CMMI7,,1,1
is an absolute right lifting of,9,CMTI10,,31,31
G,9,CMMI10,,1,1
through,9,CMTI10,,7,7
F,9,CMMI10,,1,1
", then for any",9,CMTI10,,14,14
C,9,CMMI10,,1,1
:,9,CMR10,,1,1
X → C,9,CMSY10,,5,5
",",9,CMTI10,,1,1
(,9,CMR10,,1,1
"RC, ρC",9,CMMI10,,6,6
),9,CMR10,,1,1
is an,9,CMTI10,,5,5
,9,MSAM10,,0,0
absolute right lifting of,9,CMTI10,,25,25
GC,9,CMMI10,,2,2
through,9,CMTI10,,7,7
F,9,CMMI10,,1,1
.,9,CMTI10,,1,1
"For example, by a pasting diagram chase, which is left to the reader:",9,CMR10,,69,69
Lemma 3.7.,9,CMBX10,,10,10
A 2-cell,9,CMTI10,,8,8
ǫ,9,CMMI10,,1,1
:,9,CMR10,,1,1
F U,9,CMMI10,,3,3
⇒,9,CMSY10,,1,1
id,9,CMR10,,2,2
A,6,CMSY7,,1,1
deﬁnes an absolute right lifting,9,CMTI10,,32,32
B,9,CMSY10,,1,1
F,6,CMMI7,,1,1
A,9,CMSY10,,1,1
R,6,CMMI7,,1,1
⇓,6,CMSY7,,1,1
ρ,6,CMMI7,,1,1
G,6,CMMI7,,1,1
C,9,CMSY10,,1,1
B,9,CMSY10,,1,1
F,6,CMMI7,,1,1
A,9,CMSY10,,1,1
R,6,CMMI7,,1,1
⇓,6,CMSY7,,1,1
ρ,6,CMMI7,,1,1
C,9,CMSY10,,1,1
B,9,CMSY10,,1,1
F,6,CMMI7,,1,1
A,9,CMSY10,,1,1
U,6,CMMI7,,1,1
⇓,6,CMSY7,,1,1
ǫ,6,CMMI7,,1,1
A,9,CMSY10,,1,1
if and only if it deﬁnes the counit of an adjunction,9,CMTI10,,52,52
F,9,CMMI10,,1,1
⊣,9,CMSY10,,1,1
U,9,CMMI10,,1,1
.,9,CMTI10,,1,1
,9,MSAM10,,0,0
For an,9,CMR10,,6,6
∞,9,CMSY10,,1,1
-category,9,CMR10,,9,9
A,9,CMSY10,,1,1
in an,9,CMR10,,5,5
∞,9,CMSY10,,1,1
-cosmos and an ordinary category,9,CMR10,,32,32
J,9,CMSY10,,1,1
", the simplicial
cotensor with the nerve of",9,CMR10,,43,26
J,9,CMSY10,,1,1
deﬁnes the,9,CMR10,,10,10
∞,9,CMSY10,,1,1
-category,9,CMR10,,9,9
A,9,CMSY10,,1,1
J,6,CMSY7,,1,1
of,9,CMR10,,2,2
J,9,CMSY10,,1,1
-shaped diagrams in,9,CMR10,,19,19
A,9,CMSY10,,1,1
".
In a cartesian closed",9,CMR10,,23,21
∞,9,CMSY10,,1,1
"-cosmos, the exponentials",9,CMR10,,25,25
A,9,CMSY10,,1,1
J,6,CMSY7,,1,1
also deﬁne an,9,CMR10,,13,13
∞,9,CMSY10,,1,1
-category of,9,CMR10,,12,12
"diagrams, where in this case",9,CMR10,,28,28
J,9,CMSY10,,1,1
is another,9,CMR10,,10,10
∞,9,CMSY10,,1,1
"-category. In either context, restriction
along the unique map ! :",9,CMR10,,66,41
J →,9,CMSY10,,3,3
1 deﬁnes a constant diagram functor ∆ :,9,CMR10,,39,39
A → A,9,CMSY10,,5,5
J,6,CMSY7,,1,1
and we say that,9,CMR10,,15,15
A,9,CMSY10,,1,1
admits all limits of shape,9,CMBX10,,26,26
J,9,CMSY10,,1,1
"just when this functor admits
a right adjoint:",9,CMR10,,46,29
(3.8),9,CMR10,,5,5
∆,6,CMR7,,1,1
⊥,9,CMSY10,,1,1
A,9,CMSY10,,1,1
.,9,CMMI10,,1,1
A,9,CMSY10,,1,1
J,6,CMSY7,,1,1
lim,6,CMR7,,3,3
The counit,9,CMR10,,10,10
ǫ,9,CMMI10,,1,1
"of such an adjunction deﬁnes the data of a limit cone, which restricts
to deﬁne an absolute right lifting of an individual diagram",9,CMR10,,130,70
D,9,CMMI10,,1,1
: 1,9,CMR10,,3,3
→ A,9,CMSY10,,3,3
J,6,CMSY7,,1,1
lim,6,CMR7,,3,3
⇓,6,CMSY7,,1,1
ǫ,6,CMMI7,,1,1
A,9,CMSY10,,1,1
∆,6,CMR7,,1,1
A,9,CMSY10,,1,1
J,6,CMSY7,,1,1
.,9,CMMI10,,1,1
1,9,CMR10,,1,1
D,6,CMMI7,,1,1
A,9,CMSY10,,1,1
J,6,CMSY7,,1,1
8,6,CMR7,,1,1
EMILY RIEHL AND MIRA WATTAL,6,CMR7,,27,27
This motivates the following deﬁnition.,9,CMR10,,39,39
Deﬁnition 3.9.,9,CMBX10,,14,14
A,9,CMR10,,1,1
limit,9,CMBX10,,5,5
of a,9,CMR10,,4,4
J,9,CMSY10,,1,1
-shaped diagram,9,CMR10,,15,15
D,9,CMMI10,,1,1
: 1,9,CMR10,,3,3
→ A,9,CMSY10,,3,3
J,6,CMSY7,,1,1
"is an absolute right
lifting of",9,CMR10,,31,20
d,9,CMMI10,,1,1
through the constant diagram functor ∆ :,9,CMR10,,40,40
A → A,9,CMSY10,,5,5
J,6,CMSY7,,1,1
.,9,CMR10,,1,1
A,9,CMSY10,,1,1
∆,6,CMR7,,1,1
A,9,CMSY10,,1,1
J,6,CMSY7,,1,1
.,9,CMMI10,,1,1
⇓,6,CMSY7,,1,1
λ,6,CMMI7,,1,1
ℓ,6,CMMI7,,1,1
D,6,CMMI7,,1,1
1,9,CMR10,,1,1
Here,9,CMR10,,4,4
ℓ,9,CMMI10,,1,1
∈ A,9,CMSY10,,3,3
"deﬁnes the limit object, while",9,CMR10,,30,30
λ,9,CMMI10,,1,1
: ∆,9,CMR10,,3,3
ℓ,9,CMMI10,,1,1
⇒,9,CMSY10,,1,1
D,9,CMMI10,,1,1
is the limit cone.,9,CMR10,,18,18
It follows from a straightforward pasting diagram chase that right adjoints be-,9,CMR10,,79,79
tween,9,CMR10,,5,5
∞,9,CMSY10,,1,1
-categories preserve limits in,9,CMR10,,30,30
∞,9,CMSY10,,1,1
"-categories [RV21, 2.4.2].",9,CMR10,,26,26
4.,9,CMR10,,2,2
"The formal theory of 2-categories, 2-functors, and 2-natural",9,CMCSC10,,60,60
transformations,9,CMCSC10,,15,15
When interpreted in the 2-category 2-,9,CMR10,,37,37
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
", Deﬁnitions 3.1 and 3.2 spell out fa-",9,CMR10,,38,38
miliar notions of equivalences and adjunctions between 2-categories.,9,CMR10,,68,68
Proposition 4.1.,9,CMBX10,,16,16
"The following are equivalent and deﬁne what it means for a
2-functor",9,CMTI10,,68,58
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B → A,9,CMSY10,,5,5
between 2-categories to be a,9,CMTI10,,28,28
2-equivalence,9,CMBXTI10,,13,13
:,9,CMTI10,,1,1
(i),9,CMTI10,,3,3
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B → A,9,CMSY10,,5,5
is an equivalence in,9,CMTI10,,20,20
2,9,CMR10,,1,1
-,9,CMTI10,,1,1
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
".
(ii)",9,CMTI10,,6,4
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B → A,9,CMSY10,,5,5
satisﬁes the following pair of properties:,9,CMTI10,,42,42
(a),9,CMTI10,,3,3
F,9,CMMI10,,1,1
"is surjective on objects up to isomorphism, and
(b) the induced functor",9,CMTI10,,71,47
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B,9,CMSY10,,1,1
(,9,CMR10,,1,1
"x, y",9,CMMI10,,4,4
),9,CMR10,,1,1
→ A,9,CMSY10,,3,3
(,9,CMR10,,1,1
"F x, F y",9,CMMI10,,8,8
),9,CMR10,,1,1
is an isomorphism of,9,CMTI10,,20,20
,9,MSAM10,,0,0
categories for all,9,CMTI10,,18,18
"x, y",9,CMMI10,,4,4
∈ B,9,CMSY10,,3,3
.,9,CMTI10,,1,1
Proposition 4.2.,9,CMBX10,,16,16
The following are equivalent and deﬁne a,9,CMTI10,,40,40
2-adjunction,9,CMBXTI10,,12,12
:,9,CMTI10,,1,1
(i) A pair of 2-functors,9,CMTI10,,24,24
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B → A,9,CMSY10,,5,5
and,9,CMTI10,,3,3
U,9,CMMI10,,1,1
:,9,CMR10,,1,1
A → B,9,CMSY10,,5,5
between 2-categories form,9,CMTI10,,25,25
an adjunction,9,CMTI10,,13,13
F,9,CMMI10,,1,1
⊣,9,CMSY10,,1,1
U,9,CMMI10,,1,1
in,9,CMTI10,,2,2
2,9,CMR10,,1,1
-,9,CMTI10,,1,1
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
with unit,9,CMTI10,,9,9
η,9,CMMI10,,1,1
and counit,9,CMTI10,,10,10
ǫ,9,CMMI10,,1,1
.,9,CMTI10,,1,1
(ii) The 2-natural transformations deﬁned by composition with,9,CMTI10,,61,61
η,9,CMMI10,,1,1
and,9,CMTI10,,3,3
ǫ,9,CMMI10,,1,1
A,9,CMSY10,,1,1
(,9,CMR10,,1,1
"F b, a",9,CMMI10,,6,6
),9,CMR10,,1,1
∼,9,CMSY10,,1,1
=,9,CMR10,,1,1
B,9,CMSY10,,1,1
(,9,CMR10,,1,1
"b, U a",9,CMMI10,,6,6
),9,CMR10,,1,1
U,6,CMMI7,,1,1
(,6,CMR7,,1,1
−,6,CMSY7,,1,1
),6,CMR7,,1,1
·,6,CMSY7,,1,1
η,6,CMMI7,,1,1
ǫ,6,CMMI7,,1,1
·,6,CMSY7,,1,1
F,6,CMMI7,,1,1
(,6,CMR7,,1,1
−,6,CMSY7,,1,1
),6,CMR7,,1,1
deﬁne inverse isomorphisms of hom-categories for all,9,CMTI10,,52,52
a,9,CMMI10,,1,1
∈ A,9,CMSY10,,3,3
and,9,CMTI10,,3,3
b,9,CMMI10,,1,1
∈ B,9,CMSY10,,3,3
.,9,CMTI10,,1,1
"We seek analogous characterizations of the terminal objects, absolute right lifting",9,CMR10,,83,83
"diagrams, and limits in 2-",9,CMR10,,26,26
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
.,9,CMR10,,1,1
4.1.,9,CMR10,,4,4
Terminal objects.,9,CMBX10,,17,17
"We now explain what it means for a 2-category to admit
a terminal object in the sense of Deﬁnition 3.3.",9,CMR10,,103,54
Proposition 4.3.,9,CMBX10,,16,16
"The following are equivalent and deﬁne what it means for a
2-category",9,CMTI10,,69,58
A,9,CMSY10,,1,1
to admit a,9,CMTI10,,10,10
2-terminal object,9,CMBXTI10,,17,17
t,9,CMMI10,,1,1
:,9,CMTI10,,1,1
(i) The unique 2-functor,9,CMTI10,,24,24
! :,9,CMR10,,3,3
A →,9,CMSY10,,3,3
1,9,CMR10,,1,1
admits a right adjoint,9,CMTI10,,22,22
t,9,CMMI10,,1,1
: 1,9,CMR10,,3,3
→ A,9,CMSY10,,3,3
in,9,CMTI10,,2,2
2,9,CMR10,,1,1
-,9,CMTI10,,1,1
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
".
(ii) For each",9,CMTI10,,15,13
a,9,CMMI10,,1,1
∈ A,9,CMSY10,,3,3
", there is a unique 1-cell",9,CMTI10,,26,26
a,9,CMMI10,,1,1
→,9,CMSY10,,1,1
t,9,CMMI10,,1,1
admitting only identity,9,CMTI10,,23,23
endomorphisms.,9,CMTI10,,14,14
ON,6,CMR7,,2,2
∞,6,CMSY7,,1,1
-COSMOI OF BICATEGORIES,6,CMR7,,23,23
9,6,CMR7,,1,1
Proof.,9,CMTI10,,6,6
By Proposition 4.2 the adjunctions in 2-,9,CMR10,,40,40
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
"are exactly the 2-adjunctions.
There is a 2-adjunction !",9,CMR10,,56,30
⊣,9,CMSY10,,1,1
t,9,CMMI10,,1,1
if and only if there is an object,9,CMR10,,33,33
t,9,CMMI10,,1,1
∈ A,9,CMSY10,,3,3
"equipped with
a 2-natural isomorphism of hom-categories",9,CMR10,,55,41
1,9,BBOLD10,,1,1
∼,9,CMSY10,,1,1
=,9,CMR10,,1,1
A,9,CMSY10,,1,1
(,9,CMR10,,1,1
"a, t",9,CMMI10,,4,4
")
for all",9,CMR10,,9,7
a,9,CMMI10,,1,1
∈ A,9,CMSY10,,3,3
. Thus we see that terminal objects are precisely the 2-terminal objects,9,CMR10,,72,72
,9,MSAM10,,0,0
from 2-category theory.,9,CMR10,,23,23
4.2.,9,CMR10,,4,4
Absolute right lifting diagrams.,9,CMBX10,,32,32
"By Lemma 3.7, the counit of any adjunc-
tion",9,CMR10,,44,39
F,9,CMMI10,,1,1
⊣,9,CMSY10,,1,1
U,9,CMMI10,,1,1
in 2-,9,CMR10,,5,5
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
deﬁnes an absolute right lifting diagram in 2-,9,CMR10,,46,46
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
".
In fact,
this absolute right lifting diagram necessarily satisﬁes a stronger universal property
that is expressible because 2-",9,CMR10,,128,86
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
"underlies a strict 3-category whose 3-cells are the
modiﬁcations.",9,CMR10,,65,51
Deﬁnition 4.4.,9,CMBX10,,14,14
For 2-categories,9,CMR10,,16,16
A,9,CMSY10,,1,1
",",9,CMR10,,1,1
B,9,CMSY10,,1,1
", and",9,CMR10,,5,5
C,9,CMSY10,,1,1
; 2-functors,9,CMR10,,12,12
F,9,CMMI10,,1,1
:,9,CMR10,,1,1
B → A,9,CMSY10,,5,5
",",9,CMR10,,1,1
G,9,CMMI10,,1,1
:,9,CMR10,,1,1
C → A,9,CMSY10,,5,5
",",9,CMR10,,1,1
and,9,CMR10,,3,3
R,9,CMMI10,,1,1
:,9,CMR10,,1,1
C → B,9,CMSY10,,5,5
; and a 2-natural transformation,9,CMR10,,32,32
ρ,9,CMMI10,,1,1
:,9,CMR10,,1,1
F R,9,CMMI10,,3,3
⇒,9,CMSY10,,1,1
G,9,CMMI10,,1,1
as below,9,CMR10,,8,8
B,9,CMSY10,,1,1
F,6,CMMI7,,1,1
A,9,CMSY10,,1,1
R,6,CMMI7,,1,1
⇓,6,CMSY7,,1,1
ρ,6,CMMI7,,1,1
G,6,CMMI7,,1,1
C,9,CMSY10,,1,1
we say that (,9,CMR10,,13,13
"R, ρ",9,CMMI10,,4,4
) deﬁnes an,9,CMR10,,11,11
enriched absolute right lifting diagram,9,CMBX10,,39,39
"if for all
2-categories",9,CMR10,,23,12
X,9,CMSY10,,1,1
and 2-functors,9,CMR10,,14,14
B,9,CMMI10,,1,1
:,9,CMR10,,1,1
X → B,9,CMSY10,,5,5
and,9,CMR10,,3,3
C,9,CMMI10,,1,1
:,9,CMR10,,1,1
X → C,9,CMSY10,,5,5
the mapping,9,CMR10,,11,11
B,9,CMSY10,,1,1
X,6,CMSY7,,1,1
(,9,CMR10,,1,1
"B, RC",9,CMMI10,,5,5
),9,CMR10,,1,1
A,9,CMSY10,,1,1
X,6,CMSY7,,1,1
(,9,CMR10,,1,1
"F B, GC",9,CMMI10,,7,7
),9,CMR10,,1,1
ρ,6,CMMI7,,1,1
·,6,CMSY7,,1,1
F,6,CMMI7,,1,1
(,6,CMR7,,1,1
−,6,CMSY7,,1,1
),6,CMR7,,1,1
∼,6,CMSY7,,1,1
=,6,CMR7,,1,1
deﬁnes an isomorphism of categories.,9,CMR10,,36,36
This means that,9,CMR10,,15,15
(i) there is a bijection between 2-natural transformations,9,CMR10,,58,58
ζ,9,CMMI10,,1,1
:,9,CMR10,,1,1
B,9,CMMI10,,1,1
⇒,9,CMSY10,,1,1
RC,9,CMMI10,,2,2
and,9,CMR10,,3,3
χ,9,CMMI10,,1,1
:,9,CMR10,,1,1
F B,9,CMMI10,,3,3
⇒,9,CMSY10,,1,1
GC,9,CMMI10,,2,2
implemented by pasting with,9,CMR10,,27,27
ρ,9,CMMI10,,1,1
"as in (3.5), and",9,CMR10,,16,16
(ii) the above bijection extends to a bijection between modiﬁcations Φ :,9,CMR10,,72,72
ζ,9,CMMI10,,1,1
⇛,9,MSAM10,,1,1
ζ,9,CMMI10,,1,1
′,6,CMSY7,,1,1
and Ψ :,9,CMR10,,7,7
χ,9,CMMI10,,1,1
⇛,9,MSAM10,,1,1
χ,9,CMMI10,,1,1
′,6,CMSY7,,1,1
.,9,CMR10,,1,1
"The bijection on objects captures precisely the universal property of absolute
right lifting diagrams in 2-",9,CMR10,,107,78
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
", so enriched absolute right liftings are in particular
absolute right liftings in 2-",9,CMR10,,85,55
C,9,MSBM10,,1,1
at,9,CMSS10,,2,2
".
In the present context, Lemma 3.7 extends as",9,CMR10,,46,44
follows:,9,CMR10,,8,8
Lemma 4.5.,9,CMBX10,,10,10
A 2-cell,9,CMTI10,,8,8
ǫ,9,CMMI10,,1,1
:,9,CMR10,,1,1
F U,9,CMMI10,,3,3
⇒,9,CMSY10,,1,1
