text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
          60202002002 (1)                         1.4+0.5,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.5,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.75+0.06,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.06,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              0.94+0.23,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.2,82.0,0.046511627906976744,0.9534883720930233,1.0,1.0,0.311787072243346,0.6730038022813688
                                                                                         100+16,89.0,0.06315789473684211,0.9368421052631579,1.0,1.0,0.33840304182509506,0.6387832699619772
                                                                                             −16,93.0,0.03125,0.96875,1.0,1.0,0.35361216730038025,0.6349809885931559
                                                                                                  185+115,98.0,0.06666666666666667,0.9333333333333333,1.0,1.0,0.3726235741444867,0.6007604562737643
                                                                                                     −53,101.0,0.028846153846153848,0.9711538461538461,1.0,1.0,0.3840304182509506,0.6045627376425855
                                                                                                                     1.05        248+254,117.0,0.08088235294117647,0.9191176470588235,2.0,5.0,0.4448669201520912,0.4828897338403042
                                                                                                                                    −87,132.0,0.022222222222222223,0.9777777777777777,1.0,1.0,0.5019011406844106,0.48669201520912553
                                                                                                                                               1.05        128+43,143.0,0.062111801242236024,0.937888198757764,2.0,5.0,0.5437262357414449,0.38783269961977185
                                                                                                                                                               −27,159.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.6045627376425855,0.3840304182509505
                                                                                                                                                                                              1.09              24+5,190.0,0.03773584905660377,0.9622641509433962,2.0,8.0,0.7224334600760456,0.19391634980988592
                                                                                                                                                                                                                  −3,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                                1.1          24+5,224.0,0.029045643153526972,0.970954356846473,2.0,6.0,0.8517110266159695,0.08365019011406849
                                                                                                                                                                                                                                               −3,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             1.11,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60202002004 (2)                         0.5+0.8,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.5,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.63+0.09,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.08,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              0.73+0.26,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.22,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                        211+49,88.0,0.06382978723404255,0.9361702127659575,1.0,1.0,0.33460076045627374,0.6425855513307985
                                                                                            −43,92.0,0.031578947368421054,0.968421052631579,1.0,1.0,0.34980988593155893,0.6387832699619772
                                                                                                ★ 113+54,96.0,0.0673076923076923,0.9326923076923077,2.0,1.0,0.3650190114068441,0.6045627376425855
                                                                                                      −28,102.0,0.02857142857142857,0.9714285714285714,1.0,1.0,0.38783269961977185,0.6007604562737643
                                                                                                                     0.96        126+68,117.0,0.07407407407407407,0.9259259259259259,2.0,5.0,0.4448669201520912,0.48669201520912553
                                                                                                                                     −34,133.0,0.022058823529411766,0.9779411764705882,1.0,1.0,0.5057034220532319,0.4828897338403042
                                                                                                                                               0.95         96+35,143.0,0.055900621118012424,0.9440993788819876,2.0,5.0,0.5437262357414449,0.38783269961977185
                                                                                                                                                              −17,158.0,0.018633540372670808,0.9813664596273292,1.0,1.0,0.6007604562737643,0.38783269961977185
                                                                                                                                                                                              1.00              22+4,190.0,0.03773584905660377,0.9622641509433962,2.0,8.0,0.7224334600760456,0.19391634980988592
                                                                                                                                                                                                                  −4,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                             1.02            18+6,221.0,0.03319502074688797,0.966804979253112,2.0,7.0,0.8403041825095057,0.08365019011406849
                                                                                                                                                                                                                                               −1,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             1.03,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60202002006 (3)                         1.5+0.6,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.6,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.84+0.07,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.07,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                                  +0.26,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                              0.88−0.22     +18,78.0,0.12631578947368421,0.8736842105263158,2.0,3.0,0.2965779467680608,0.6387832699619772
                                                                                          97−19    > 247             1.16         > 280        1.15           +300,90.0,0.15432098765432098,0.845679012345679,8.0,22.0,0.34220532319391633,0.3840304182509505
                                                                                                                                                           236−86                             1.15              > 35         1.17            > 74            1.19,155.0,0.0933852140077821,0.9066147859922179,8.0,38.0,0.5893536121673004,0.02281368821292773
          60202002008 (4)                         1.1+0.4,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.4,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.88+0.05,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.05,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              0.88+0.22,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.2,82.0,0.046511627906976744,0.9534883720930233,1.0,1.0,0.311787072243346,0.6730038022813688
                                                                                          88+16,90.0,0.05263157894736842,0.9473684210526316,1.0,1.0,0.34220532319391633,0.6387832699619772
                                                                                            −16,92.0,0.031578947368421054,0.968421052631579,1.0,1.0,0.34980988593155893,0.6387832699619772
                                                                                                   > 780             1.02        > 1000        1.03         > 350                             1.04              > 43         1.03            > 65            1.06,99.0,0.1517509727626459,0.8482490272373541,15.0,56.0,0.376425855513308,0.02281368821292773
          60202002010 (5)                         0.8+0.5,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.5,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.88+0.06,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.06,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.04+0.26,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.22,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                          54+16,90.0,0.05263157894736842,0.9473684210526316,1.0,1.0,0.34220532319391633,0.6387832699619772
                                                                                            −16,92.0,0.031578947368421054,0.968421052631579,1.0,1.0,0.34980988593155893,0.6387832699619772
                                                                                                   > 218             0.99         > 260        0.97         > 233                             0.98              > 35         1.02            > 42            0.99,99.0,0.14785992217898833,0.8521400778210116,15.0,56.0,0.376425855513308,0.02281368821292773
          60202002012 (6)                         2.0+0.3,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.5,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.93+0.03,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.06,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.09+0.29,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.24,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                          74+17,90.0,0.05263157894736842,0.9473684210526316,1.0,1.0,0.34220532319391633,0.6387832699619772
                                                                                            −17,92.0,0.031578947368421054,0.968421052631579,1.0,1.0,0.34980988593155893,0.6387832699619772
                                                                                                   > 247             0.93         > 680        0.92         > 210                             0.94              > 31         1.00            > 33            0.95,99.0,0.14785992217898833,0.8521400778210116,15.0,56.0,0.376425855513308,0.02281368821292773
          60202002014 (7)                         4.1+0.4,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.4,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.9+0.05,64.0,0.1111111111111111,0.8888888888888888,1.0,1.0,0.24334600760456274,0.7262357414448669
                                                                    −0.05,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.21+0.22,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.19,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                          52+13,90.0,0.05263157894736842,0.9473684210526316,1.0,1.0,0.34220532319391633,0.6387832699619772
                                                                                            −13,92.0,0.031578947368421054,0.968421052631579,1.0,1.0,0.34980988593155893,0.6387832699619772
                                                                                                  355+473,98.0,0.06666666666666667,0.9333333333333333,1.0,1.0,0.3726235741444867,0.6007604562737643
                                                                                                     −133,101.0,0.0380952380952381,0.9619047619047619,1.0,1.0,0.3840304182509506,0.6007604562737643
                                                                                                                     1.01         > 350        1.01        172+74,117.0,0.11180124223602485,0.8881987577639752,5.0,13.0,0.4448669201520912,0.38783269961977185
                                                                                                                                                               −39,159.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.6045627376425855,0.3840304182509505
                                                                                                                                                                                              1.01              > 36         1.04            > 49            1.04,190.0,0.07003891050583658,0.9299610894941635,7.0,24.0,0.7224334600760456,0.02281368821292773
                                                                                                                            SWIFT J2127.4+5654,124.0,0.11971830985915492,0.8802816901408451,2.0,1.0,0.4714828897338403,0.4600760456273765
          60001110002 (1)                          < 0.0        1.88+0.05,10.0,0.3698630136986301,0.6301369863013699,5.0,18.0,0.03802281368821293,0.7224334600760456
                                                                    −0.05,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.54+0.43,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.36,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                            135+39,92.0,0.061224489795918366,0.9387755102040817,1.0,1.0,0.34980988593155893,0.6273764258555132
                                                                                                −35,96.0,0.030303030303030304,0.9696969696969697,1.0,1.0,0.3650190114068441,0.623574144486692
                                                                                                    ★    63+15,100.0,0.05454545454545454,0.9454545454545454,2.0,3.0,0.38022813688212925,0.5817490494296578
                                                                                                           −10,107.0,0.02727272727272727,0.9727272727272728,1.0,1.0,0.4068441064638783,0.5817490494296578
                                                                                                                     1.01         71+18,117.0,0.06666666666666667,0.9333333333333333,2.0,5.0,0.4448669201520912,0.48669201520912553
                                                                                                                                    −12,132.0,0.022222222222222223,0.9777777777777777,1.0,1.0,0.5019011406844106,0.48669201520912553
                                                                                                                                               1.01        110+41,143.0,0.062111801242236024,0.937888198757764,2.0,5.0,0.5437262357414449,0.38783269961977185
                                                                                                                                                               −26,159.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.6045627376425855,0.3840304182509505
                                                                                                                                                                                              1.06              19+2,190.0,0.03773584905660377,0.9622641509433962,2.0,8.0,0.7224334600760456,0.19391634980988592
                                                                                                                                                                                                                  −2,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                             1.07            21+9,221.0,0.03319502074688797,0.966804979253112,2.0,7.0,0.8403041825095057,0.08365019011406849
                                                                                                                                                                                                                                               −2,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             1.04,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60001110003 (2)                         0.9+0.8,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.8,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                 2.0+0.1,65.0,0.09722222222222222,0.9027777777777778,1.0,1.0,0.24714828897338403,0.7262357414448669
                                                                    −0.1,68.0,0.05555555555555555,0.9444444444444444,1.0,1.0,0.2585551330798479,0.7262357414448669
                                                                              1.58+0.54,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.43,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                              41+24,94.0,0.050505050505050504,0.9494949494949495,1.0,1.0,0.3574144486692015,0.623574144486692
                                                                                                −24,96.0,0.030303030303030304,0.9696969696969697,1.0,1.0,0.3650190114068441,0.623574144486692
                                                                                                        109+80,104.0,0.05454545454545454,0.9454545454545454,1.0,1.0,0.39543726235741444,0.5817490494296578
                                                                                                            −34,108.0,0.02702702702702703,0.972972972972973,1.0,1.0,0.41064638783269963,0.5779467680608366
                                                                                                                     0.96        135+146,117.0,0.08088235294117647,0.9191176470588235,2.0,5.0,0.4448669201520912,0.4828897338403042
                                                                                                                                    −48,132.0,0.022222222222222223,0.9777777777777777,1.0,1.0,0.5019011406844106,0.48669201520912553
                                                                                                                                               0.97        181+115,143.0,0.06790123456790123,0.9320987654320988,2.0,5.0,0.5437262357414449,0.3840304182509505
                                                                                                                                                              −55,158.0,0.018633540372670808,0.9813664596273292,1.0,1.0,0.6007604562737643,0.38783269961977185
                                                                                                                                                                                              0.98              35+26,190.0,0.04225352112676056,0.9577464788732395,2.0,8.0,0.7224334600760456,0.1901140684410646
                                                                                                                                                                                                                  −13,210.0,0.014084507042253521,0.9859154929577465,1.0,1.0,0.7984790874524715,0.1901140684410646
                                                                                                                                                                                                                             1.03            38+33,221.0,0.0371900826446281,0.9628099173553719,2.0,7.0,0.8403041825095057,0.07984790874524716
                                                                                                                                                                                                                                               −14,239.0,0.012396694214876033,0.987603305785124,1.0,1.0,0.908745247148289,0.07984790874524716
                                                                                                                                                                                                                                                             0.98,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60001110005 (3)                         1.3+0.4,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.4,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                2.04+0.06,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.06,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.95+0.35,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.31,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                              59+14,94.0,0.050505050505050504,0.9494949494949495,1.0,1.0,0.3574144486692015,0.623574144486692
                                                                                                −14,96.0,0.030303030303030304,0.9696969696969697,1.0,1.0,0.3650190114068441,0.623574144486692
                                                                                                         92+26,105.0,0.045454545454545456,0.9545454545454546,1.0,1.0,0.39923954372623577,0.5817490494296578
                                                                                                           −17,107.0,0.02727272727272727,0.9727272727272728,1.0,1.0,0.4068441064638783,0.5817490494296578
                                                                                                                     1.01        117+45,117.0,0.07407407407407407,0.9259259259259259,2.0,5.0,0.4448669201520912,0.48669201520912553
                                                                                                                                     −26,133.0,0.022058823529411766,0.9779411764705882,1.0,1.0,0.5057034220532319,0.4828897338403042
                                                                                                                                               1.02        121+24,143.0,0.062111801242236024,0.937888198757764,2.0,5.0,0.5437262357414449,0.38783269961977185
                                                                                                                                                               −23,159.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.6045627376425855,0.3840304182509505
                                                                                                                                                                                              1.04              21+2,190.0,0.03773584905660377,0.9622641509433962,2.0,8.0,0.7224334600760456,0.19391634980988592
                                                                                                                                                                                                                  −2,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                             1.13            26+7,221.0,0.03319502074688797,0.966804979253112,2.0,7.0,0.8403041825095057,0.08365019011406849
                                                                                                                                                                                                                                               −5,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             1.03,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60001110007 (4)                         0.6+0.6,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.6,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.98+0.08,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.08,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.65+0.41,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.35,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                              44+17,94.0,0.050505050505050504,0.9494949494949495,1.0,1.0,0.3574144486692015,0.623574144486692
                                                                                                −18,96.0,0.030303030303030304,0.9696969696969697,1.0,1.0,0.3650190114068441,0.623574144486692
                                                                                                           +18,107.0,0.02727272727272727,0.9727272727272728,1.0,1.0,0.4068441064638783,0.5817490494296578
                                                                                                         67−12       0.96           +25,105.0,0.08888888888888889,0.9111111111111111,3.0,9.0,0.39923954372623577,0.48669201520912553
                                                                                                                                  76−15        0.96        108+32,130.0,0.09316770186335403,0.906832298136646,3.0,9.0,0.49429657794676807,0.38783269961977185
                                                                                                                                                               −18,159.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.6045627376425855,0.3840304182509505
                                                                                                                                                                                              1.02              18+1,190.0,0.03773584905660377,0.9622641509433962,2.0,8.0,0.7224334600760456,0.19391634980988592
                                                                                                                                                                                                                  −2,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                             1.03            21+7,221.0,0.03319502074688797,0.966804979253112,2.0,7.0,0.8403041825095057,0.08365019011406849
                                                                                                                                                                                                                                               −2,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             1.00,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60402008004 (5)                         0.9+0.4,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.4,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                2.17+0.06,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.06,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.83+0.33,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.29,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                              60+12,94.0,0.050505050505050504,0.9494949494949495,1.0,1.0,0.3574144486692015,0.623574144486692
                                                                                                −12,96.0,0.030303030303030304,0.9696969696969697,1.0,1.0,0.3650190114068441,0.623574144486692
                                                                                                         63+12,105.0,0.045454545454545456,0.9545454545454546,1.0,1.0,0.39923954372623577,0.5817490494296578
                                                                                                           −9,107.0,0.01834862385321101,0.981651376146789,1.0,1.0,0.4068441064638783,0.5855513307984791
                                                                                                                     1.09           +15,117.0,0.05185185185185185,0.9481481481481482,2.0,6.0,0.4448669201520912,0.48669201520912553
                                                                                                                                  69−10        1.07           +16,130.0,0.07453416149068323,0.9254658385093167,3.0,10.0,0.49429657794676807,0.38783269961977185
                                                                                                                                                            93−15                             1.12              16+1,156.0,0.06132075471698113,0.9386792452830188,3.0,22.0,0.5931558935361216,0.19391634980988592
                                                                                                                                                                                                                  −1,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                             1.18            24+6,221.0,0.03319502074688797,0.966804979253112,2.0,7.0,0.8403041825095057,0.08365019011406849
                                                                                                                                                                                                                                               −4,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             1.10,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60402008006 (6)                         0.8+0.5,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.5,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                2.11+0.06,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.06,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.64+0.32,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.28,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                             85+34,93.0,0.05102040816326531,0.9489795918367347,1.0,1.0,0.35361216730038025,0.6273764258555132
                                                                                               −27,95.0,0.030612244897959183,0.9693877551020408,1.0,1.0,0.3612167300380228,0.6273764258555132
                                                                                                   ★     72+17,99.0,0.05454545454545454,0.9454545454545454,2.0,3.0,0.376425855513308,0.5817490494296578
                                                                                                           −11,107.0,0.02727272727272727,0.9727272727272728,1.0,1.0,0.4068441064638783,0.5817490494296578
                                                                                                                     0.93         85+23,117.0,0.06666666666666667,0.9333333333333333,2.0,5.0,0.4448669201520912,0.48669201520912553
                                                                                                                                    −15,132.0,0.022222222222222223,0.9777777777777777,1.0,1.0,0.5019011406844106,0.48669201520912553
                                                                                                                                               0.94        100+23,143.0,0.062111801242236024,0.937888198757764,2.0,5.0,0.5437262357414449,0.38783269961977185
                                                                                                                                                               −12,159.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.6045627376425855,0.3840304182509505
                                                                                                                                                                                              0.96              18+1,190.0,0.03773584905660377,0.9622641509433962,2.0,8.0,0.7224334600760456,0.19391634980988592
                                                                                                                                                                                                                  −1,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                             1.03            28+9,221.0,0.03319502074688797,0.966804979253112,2.0,7.0,0.8403041825095057,0.08365019011406849
                                                                                                                                                                                                                                               −6,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             0.95,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60402008008 (7)                         0.4+0.6,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.4,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                1.98+0.08,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.07,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              1.81+0.41,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.35,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                            115+41,92.0,0.061224489795918366,0.9387755102040817,1.0,1.0,0.34980988593155893,0.6273764258555132
                                                                                                −34,96.0,0.030303030303030304,0.9696969696969697,1.0,1.0,0.3650190114068441,0.623574144486692
                                                                                                    ★    81+24,100.0,0.05454545454545454,0.9454545454545454,2.0,3.0,0.38022813688212925,0.5817490494296578
                                                                                                           −15,107.0,0.02727272727272727,0.9727272727272728,1.0,1.0,0.4068441064638783,0.5817490494296578
                                                                                                                     0.95         97+36,117.0,0.06666666666666667,0.9333333333333333,2.0,5.0,0.4448669201520912,0.48669201520912553
                                                                                                                                    −21,132.0,0.022222222222222223,0.9777777777777777,1.0,1.0,0.5019011406844106,0.48669201520912553
                                                                                                                                               0.95        143+36,143.0,0.062111801242236024,0.937888198757764,2.0,5.0,0.5437262357414449,0.38783269961977185
                                                                                                                                                               −26,159.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.6045627376425855,0.3840304182509505
                                                                                                                                                                                              0.98              23+4,190.0,0.03773584905660377,0.9622641509433962,2.0,8.0,0.7224334600760456,0.19391634980988592
                                                                                                                                                                                                                  −3,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                             1.07            33+10,221.0,0.0371900826446281,0.9628099173553719,2.0,7.0,0.8403041825095057,0.07984790874524716
                                                                                                                                                                                                                                               −8,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             0.97,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
          60402008010 (8)                         1.3+0.4,10.0,0.3684210526315789,0.631578947368421,3.0,13.0,0.03802281368821293,0.7832699619771863
                                                     −0.4,53.0,0.07017543859649122,0.9298245614035088,1.0,1.0,0.20152091254752852,0.7832699619771863
                                                                2.12+0.06,64.0,0.1232876712328767,0.8767123287671232,1.0,1.0,0.24334600760456274,0.7224334600760456
                                                                    −0.06,68.0,0.0684931506849315,0.9315068493150684,1.0,1.0,0.2585551330798479,0.7224334600760456
                                                                              2.27+0.39,78.0,0.10344827586206896,0.896551724137931,1.0,1.0,0.2965779467680608,0.6692015209125475
                                                                                  −0.34,82.0,0.05747126436781609,0.9425287356321839,1.0,1.0,0.311787072243346,0.6692015209125475
                                                                                              58+14,94.0,0.050505050505050504,0.9494949494949495,1.0,1.0,0.3574144486692015,0.623574144486692
                                                                                                −14,96.0,0.030303030303030304,0.9696969696969697,1.0,1.0,0.3650190114068441,0.623574144486692
                                                                                                         90+25,105.0,0.045454545454545456,0.9545454545454546,1.0,1.0,0.39923954372623577,0.5817490494296578
                                                                                                           −16,107.0,0.02727272727272727,0.9727272727272728,1.0,1.0,0.4068441064638783,0.5817490494296578
