text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
𝜋,8,NewTXMI,,1,1
ℏ,8,txmiaX,,1,1
𝑚𝑣,8,NewTXMI,,2,2
max,7,TeXGyreTermesX-Regular,,3,3
𝜆,8,NewTXMI,,1,1
dB,7,TeXGyreTermesX-Regular,,2,2
(,8,txsys,,1,1
𝑣,8,NewTXMI,,1,1
max,7,TeXGyreTermesX-Regular,,3,3
),8,txsys,,1,1
.,8,NewTXMI,,1,1
Δ,8,txmiaX,,1,1
𝑥 <,8,NewTXMI,,3,3
(23),8,TeXGyreTermesX-Regular,,4,4
"1
2",8,TeXGyreTermesX-Regular,,3,1
=,8,txmiaX,,1,1
"The requirement to resolve structures on the scale of the de Broglie
wavelength, given by eq. (23), in combination with the time step
requirement",8,TeXGyreTermesX-Regular,,145,68
Δ,8,txmiaX,,1,1
𝑡,8,NewTXMI,,1,1
∝,8,txsys,,1,1
Δ,8,txmiaX,,1,1
𝑥,8,NewTXMI,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
"(eq. (21)), is one of the main reasons why
FDM simulations require so many more computational resources than
traditional particle-based CDM simulations.",8,TeXGyreTermesX-Regular,,152,65
"To enable our simulation work, the pseudo-spectral algorithm
(steps (20a) to (20e)) has been implemented as a module in the",8,TeXGyreTermesX-Regular,,123,62
AREPO,7,TeXGyreTermesX-Regular,,5,5
"code (Springel 2010; Weinberger et al. 2020) in a similar approach
to Mocz et al. (2017, 2020). Step (20c) is performed using",8,TeXGyreTermesX-Regular,,125,66
AREPO,7,TeXGyreTermesX-Regular,,5,5
"’s
existing Poisson solver algorithm, while the split-step solution to the
Schrödinger equation is solved using newly developed, highly parallel
code inspired by the same algorithm. It, too, makes use of the ‘Fastest
Fourier Transform in the West (FFTW)’ library (Frigo & Johnson
2005) to perform the FFT.",8,TeXGyreTermesX-Regular,,305,71
"This new implementation enables simulations of meshes which are
several orders of magnitude larger than any previous work. The split-",8,TeXGyreTermesX-Regular,,133,69
step scheme and the integration with,8,TeXGyreTermesX-Regular,,36,36
AREPO,7,TeXGyreTermesX-Regular,,5,5
"also make it suitable for
future simulations including baryons. All FDM simulations reported
in this work were performed using this pseudo-spectral FDM",8,TeXGyreTermesX-Regular,,151,66
AREPO,7,TeXGyreTermesX-Regular,,5,5
"module, whereas the CDM simulations were done using",8,TeXGyreTermesX-Regular,,51,51
AREPO,7,TeXGyreTermesX-Regular,,5,5
"’s
standard TreePM method.",8,TeXGyreTermesX-Regular,,26,23
3.1 Initial conditions,8,TeXGyreTermesX-Bold,,22,22
"As mentioned previously, there is in fact a correspondence between
the Vlasov–Poisson equations which describe the evolution of a CDM
ﬂuid and the Schrödinger–Poisson equations, with the latter reducing",8,TeXGyreTermesX-Regular,,202,68
to the former for,8,TeXGyreTermesX-Regular,,17,17
ℏ,8,txmiaX,,1,1
/,8,txsys,,1,1
𝑚,8,NewTXMI,,1,1
→,8,txsys,,1,1
"0 (Widrow & Kaiser 1993; Mocz et al.
2018; Garny et al. 2020). A wave function",8,TeXGyreTermesX-Regular,,78,41
𝜓,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
),8,txsys,,1,1
"can be constructed
from a phase space distribution function",8,TeXGyreTermesX-Regular,,59,40
𝑓,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
",",8,NewTXMI,,1,1
p,8,TeXGyreTermesX-BoldItalic,,1,1
),8,txsys,,1,1
"by means of a
Wigner or Husimi transform. This relationship illustrates why FDM
behaves like CDM on scales larger than",8,TeXGyreTermesX-Regular,,118,65
𝜆,8,NewTXMI,,1,1
dB,7,TeXGyreTermesX-Regular,,2,2
". At ﬁrst, this was in",8,TeXGyreTermesX-Regular,,22,22
"fact considered as an alternate method to simulate CDM (Widrow
& Kaiser 1993). However, one can also take the equations seriously",8,TeXGyreTermesX-Regular,,129,66
and actually consider the Schrödinger–Poisson equations as the ‘true’,8,TeXGyreTermesX-Regular,,69,69
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–16 (2021)",7,TeXGyreTermesX-Regular,,13,13
𝑁,7,NewTXMI7,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
∑︁,8,txexs,,2,2
1,5,TeXGyreTermesX-Regular,,1,1
=,7,txmiaX,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
𝑛,7,NewTXMI7,,1,1
,5,txsys,,0,0
𝑁,7,NewTXMI7,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
∑︁,8,txexs,,2,2
3,5,TeXGyreTermesX-Regular,,1,1
=,7,txmiaX,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
𝑛,7,NewTXMI7,,1,1
,5,txsys,,0,0
1,7,TeXGyreTermesX-Regular,,1,1
", 𝑛",8,NewTXMI,,3,3
,7,txsys,,0,0
"description of dark matter. In this case, the correspondence allows one
to ‘translate’ a phase space distribution function to the wave function
formalism. This is very useful because it enables direct comparisons
between structure formation with CDM and FDM from the same
initial conditions (ICs).",8,TeXGyreTermesX-Regular,,297,71
"In general, a wave function on a discretised lattice can be constructed",8,TeXGyreTermesX-Regular,,71,71
using the prescription,8,TeXGyreTermesX-Regular,,22,22
𝜓,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
n,7,TeXGyreTermesX-BoldItalic,,1,1
) ∝,8,txsys,,3,3
. . .,8,NewTXMI,,5,5
√︁,8,txexs,,2,2
𝑓,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
n,7,TeXGyreTermesX-BoldItalic,,1,1
,5,txsys,,0,0
",",8,NewTXMI,,1,1
v,8,TeXGyreTermesX-BoldItalic,,1,1
n,7,TeXGyreTermesX-BoldItalic,,1,1
),8,txsys,,1,1
e,8,TeXGyreTermesX-Regular,,1,1
i,7,TeXGyreTermesX-Regular,,1,1
𝑚,5,NewTXMI5,,1,1
ℏ,5,txmiaX,,1,1
x,7,TeXGyreTermesX-BoldItalic,,1,1
n,5,TeXGyreTermesX-BoldItalic,,1,1
,5,txsys,,0,0
·,7,txsys,,1,1
v,7,TeXGyreTermesX-BoldItalic,,1,1
n,5,TeXGyreTermesX-BoldItalic,,1,1
+,7,txsys,,1,1
𝑅,7,NewTXMI7,,1,1
n,5,TeXGyreTermesX-BoldItalic,,1,1
",",8,NewTXMI,,1,1
(24),8,TeXGyreTermesX-Regular,,4,4
2,7,TeXGyreTermesX-Regular,,1,1
", 𝑛",8,NewTXMI,,3,3
,7,txsys,,0,0
where,8,TeXGyreTermesX-Regular,,5,5
n,8,TeXGyreTermesX-BoldItalic,,1,1
",",8,TeXGyreTermesX-Regular,,1,1
n,8,TeXGyreTermesX-BoldItalic,,1,1
,7,txsys,,0,0
=,8,txmiaX,,1,1
(,8,txsys,,1,1
𝑛,8,NewTXMI,,1,1
,7,txsys,,0,0
3,7,TeXGyreTermesX-Regular,,1,1
),8,txsys,,1,1
"are discrete grid indices,",8,TeXGyreTermesX-Regular,,26,26
x,8,TeXGyreTermesX-BoldItalic,,1,1
n,7,TeXGyreTermesX-BoldItalic,,1,1
=,8,txmiaX,,1,1
n,8,TeXGyreTermesX-BoldItalic,,1,1
Δ,8,txmiaX,,1,1
𝑥,8,NewTXMI,,1,1
and,8,TeXGyreTermesX-Regular,,3,3
v,8,TeXGyreTermesX-BoldItalic,,1,1
n,7,TeXGyreTermesX-BoldItalic,,1,1
=,8,txmiaX,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
𝜋,8,NewTXMI,,1,1
ℏ,7,txmiaX,,1,1
n,7,TeXGyreTermesX-BoldItalic,,1,1
𝑁,7,NewTXMI7,,1,1
Δ,7,txmiaX,,1,1
𝑥,7,NewTXMI7,,1,1
"are discrete phase space grid points, and",8,TeXGyreTermesX-Regular,,41,41
𝑅,8,NewTXMI,,1,1
n,7,TeXGyreTermesX-BoldItalic,,1,1
is a,8,TeXGyreTermesX-Regular,,4,4
𝑚,7,NewTXMI7,,1,1
"random phase which is required to ensure that diﬀerent velocity
components are uncorrelated (cf. Widrow & Kaiser 1993; Mocz et al.
2018).",8,TeXGyreTermesX-Regular,,137,66
"For the case of a ‘cold’ or ‘single-stream’ distribution function as in
the case of CDM, where each point in space has a single well-deﬁned
value for the velocity, this value can be directly related to the wave",8,TeXGyreTermesX-Regular,,210,71
function’s phase as in eq. (12). The construction of the wave function,8,TeXGyreTermesX-Regular,,70,70
"then simply reduces to the polar decomposition (eq. (11)), with the
absolute value and phase determined by the density and velocity at
each point, respectively:",8,TeXGyreTermesX-Regular,,160,67
√︂,8,txexs,,2,2
𝜌,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
),8,txsys,,1,1
𝑚,8,NewTXMI,,1,1
|,8,txsys,,1,1
𝜓,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
)|,8,txsys,,2,2
=,8,txmiaX,,1,1
(25),8,TeXGyreTermesX-Regular,,4,4
",",8,NewTXMI,,1,1
∇,8,txsys,,1,1
arg,8,TeXGyreTermesX-Regular,,3,3
(,8,txsys,,1,1
𝜓,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
)),8,txsys,,2,2
=,8,txmiaX,,1,1
∇,8,txsys,,1,1
𝛼,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
),8,txsys,,1,1
=,8,txmiaX,,1,1
v,8,TeXGyreTermesX-BoldItalic,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
),8,txsys,,1,1
.,8,NewTXMI,,1,1
𝑚,8,NewTXMI,,1,1
ℏ,8,txmiaX,,1,1
"Equation (26) can be easily solved numerically by applying the
spectral method to the equation",8,TeXGyreTermesX-Regular,,94,62
∇,8,txsys,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
𝛼,8,NewTXMI,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
),8,txsys,,1,1
=,8,txmiaX,,1,1
∇ ·,8,txsys,,3,3
v,8,TeXGyreTermesX-BoldItalic,,1,1
(,8,txsys,,1,1
x,8,TeXGyreTermesX-BoldItalic,,1,1
),8,txsys,,1,1
.,8,NewTXMI,,1,1
𝑚,8,NewTXMI,,1,1
ℏ,8,txmiaX,,1,1
The ICs were generated using the,8,TeXGyreTermesX-Regular,,32,32
N-GenIC,7,TeXGyreTermesX-Regular,,7,7
"code (Springel 2015),
which employs the Zel’dovich approximation to generate a perturbed
particle distribution, for an ordinary",8,TeXGyreTermesX-Regular,,127,66
Λ,8,txmiaX,,1,1
"CDM cosmological simulation
at the starting redshift",8,TeXGyreTermesX-Regular,,52,27
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
/,8,txsys,,1,1
𝑎,8,NewTXMI,,1,1
−,8,txsys,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
"127 with an input power spectrum
following Efstathiou et al. (1990, 1992), i. e. of the form",8,TeXGyreTermesX-Regular,,92,59
𝑃,8,NewTXMI,,1,1
(,8,txsys,,1,1
𝑘,8,NewTXMI,,1,1
) ∝,8,txsys,,3,3
𝑘,8,NewTXMI,,1,1
,8,txexs,,0,0
1,8,TeXGyreTermesX-Regular,,1,1
+,8,txsys,,1,1
,8,txexs,,0,0
𝑎𝑘,8,NewTXMI,,2,2
+ (,8,txsys,,3,3
𝑏𝑘,8,NewTXMI,,2,2
),8,txsys,,1,1
3,5,TeXGyreTermesX-Regular,,1,1
2,5,TeXGyreTermesX-Regular,,1,1
+,8,txsys,,1,1
𝑐,8,NewTXMI,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
𝑘,8,NewTXMI,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
,8,txexs,,0,0
𝜈,7,NewTXMI7,,1,1
,8,txexs,,0,0
−,7,txsys,,1,1
2,5,TeXGyreTermesX-Regular,,1,1
𝜈,5,NewTXMI5,,1,1
with,8,TeXGyreTermesX-Regular,,4,4
𝑎,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
6,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
4,8,TeXGyreTermesX-Regular,,1,1
/,8,txsys,,1,1
Γ,8,txmiaX,,1,1
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
"Mpc,",8,TeXGyreTermesX-Regular,,4,4
𝑏,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
/,8,txsys,,1,1
Γ,8,txmiaX,,1,1
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
"Mpc,",8,TeXGyreTermesX-Regular,,4,4
𝑐,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
7,8,TeXGyreTermesX-Regular,,1,1
/,8,txsys,,1,1
Γ,8,txmiaX,,1,1
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
"Mpc,",8,TeXGyreTermesX-Regular,,4,4
Γ = Ω,8,txmiaX,,5,5
m,7,TeXGyreTermesX-Regular,,1,1
ℎ,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"21,",8,TeXGyreTermesX-Regular,,3,3
5,7,TeXGyreTermesX-Regular,,1,1
and,8,TeXGyreTermesX-Regular,,3,3
𝜈,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"13. A wave function was constructed
from the same ICs using the procedure in eqs. (25) and (26).",8,TeXGyreTermesX-Regular,,96,60
(26),8,TeXGyreTermesX-Regular,,4,4
(27),8,TeXGyreTermesX-Regular,,4,4
(28),8,TeXGyreTermesX-Regular,,4,4
3.2 Resolution and convergence tests,8,TeXGyreTermesX-Bold,,36,36
Before using the newly-developed FDM,8,TeXGyreTermesX-Regular,,36,36
AREPO,7,TeXGyreTermesX-Regular,,5,5
"module for simula-
tions of larger cosmological boxes, extensive tests were performed
on boxes of comoving size",8,TeXGyreTermesX-Regular,,111,66
𝐿,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
ℎ,8,NewTXMI,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
Mpc.,8,TeXGyreTermesX-Regular,,4,4
6,7,TeXGyreTermesX-Regular,,1,1
"This not only allowed
for veriﬁcation of the code’s correctness by comparing to CDM
simulations with the same ICs and to other implementations of FDM,
but also to study the behaviour of the pseudo-spectral method. Of
particular interest are the resolution requirements, e. g. to what ex-
tent the numerical results remain valid and the convergence of the
matter power spectrum is compromised when the velocity constraint
(eq. (22)) is violated. Moreover, the diﬀerences to the behaviour
of CDM simulations are of interest even in this small test volume.
Although the simulation volume is too small to be cosmologically",8,TeXGyreTermesX-Regular,,618,70
5,6,TeXGyreTermesX-Regular,,1,1
See section 3.4.,7,TeXGyreTermesX-Regular,,16,16
6,6,TeXGyreTermesX-Regular,,1,1
The cosmological parameters are the same as in section 3.4.,7,TeXGyreTermesX-Regular,,59,59
5,11,TeXGyreTermesX-Regular,,1,1
,2,txsys,,0,0
𝜌,4,NewTXMI7,,1,1
,2,txsys,,0,0
/,3,txsys,,1,1
𝜌,4,NewTXMI7,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
3,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
2,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
1,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
0,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
−,6,txsys,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
−,6,txsys,,1,1
2,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
3,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
2,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
1,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
0,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
−,6,txsys,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
10,7,TeXGyreTermesX-Regular,,2,2
−,6,txsys,,1,1
2,6,TeXGyreTermesX-Regular,,1,1
,2,txsys,,0,0
𝜌,4,NewTXMI7,,1,1
,2,txsys,,0,0
/,3,txsys,,1,1
𝜌,4,NewTXMI7,,1,1
"linear theory
48",5,TeXGyreTermesX-Regular,,16,13
3,4,TeXGyreTermesX-Regular,,1,1
64,5,TeXGyreTermesX-Regular,,2,2
3,4,TeXGyreTermesX-Regular,,1,1
128,5,TeXGyreTermesX-Regular,,3,3
3,4,TeXGyreTermesX-Regular,,1,1
256,5,TeXGyreTermesX-Regular,,3,3
3,4,TeXGyreTermesX-Regular,,1,1
400,5,TeXGyreTermesX-Regular,,3,3
3,4,TeXGyreTermesX-Regular,,1,1
512,5,TeXGyreTermesX-Regular,,3,3
3,4,TeXGyreTermesX-Regular,,1,1
Structure formation in large-volume cosmological FDM simulations: Impact of non-linear dynamics,11,TeXGyreTermesX-Italic,,95,95
FDM: 48,6,TeXGyreTermesX-Regular,,7,7
3,4,TeXGyreTermesX-Regular,,1,1
",",6,TeXGyreTermesX-Regular,,1,1
𝑚𝑐,6,NewTXMI7,,2,2
2,4,TeXGyreTermesX-Regular,,1,1
=,6,txmiaX,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
75,6,TeXGyreTermesX-Regular,,2,2
×,6,txsys,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
−,4,txsys,,1,1
23,4,TeXGyreTermesX-Regular,,2,2
eV,6,TeXGyreTermesX-Regular,,2,2
𝑣,6,NewTXMI7,,1,1
max,4,TeXGyreTermesX-Regular,,3,3
=,6,txmiaX,,1,1
16,6,TeXGyreTermesX-Regular,,2,2
.,6,NewTXMI7,,1,1
"5 km/s,",6,TeXGyreTermesX-Regular,,7,7
𝑧,6,NewTXMI7,,1,1
=,6,txmiaX,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
00,6,TeXGyreTermesX-Regular,,2,2
FDM: 64,6,TeXGyreTermesX-Regular,,7,7
3,4,TeXGyreTermesX-Regular,,1,1
",",6,TeXGyreTermesX-Regular,,1,1
𝑚𝑐,6,NewTXMI7,,2,2
2,4,TeXGyreTermesX-Regular,,1,1
=,6,txmiaX,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
75,6,TeXGyreTermesX-Regular,,2,2
×,6,txsys,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
−,4,txsys,,1,1
23,4,TeXGyreTermesX-Regular,,2,2
eV,6,TeXGyreTermesX-Regular,,2,2
𝑣,6,NewTXMI7,,1,1
max,4,TeXGyreTermesX-Regular,,3,3
=,6,txmiaX,,1,1
22,6,TeXGyreTermesX-Regular,,2,2
.,6,NewTXMI7,,1,1
"0 km/s,",6,TeXGyreTermesX-Regular,,7,7
𝑧,6,NewTXMI7,,1,1
=,6,txmiaX,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
00,6,TeXGyreTermesX-Regular,,2,2
FDM: 128,6,TeXGyreTermesX-Regular,,8,8
3,4,TeXGyreTermesX-Regular,,1,1
",",6,TeXGyreTermesX-Regular,,1,1
𝑚𝑐,6,NewTXMI7,,2,2
2,4,TeXGyreTermesX-Regular,,1,1
=,6,txmiaX,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
75,6,TeXGyreTermesX-Regular,,2,2
×,6,txsys,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
−,4,txsys,,1,1
23,4,TeXGyreTermesX-Regular,,2,2
eV,6,TeXGyreTermesX-Regular,,2,2
𝑣,6,NewTXMI7,,1,1
max,4,TeXGyreTermesX-Regular,,3,3
=,6,txmiaX,,1,1
44,6,TeXGyreTermesX-Regular,,2,2
.,6,NewTXMI7,,1,1
"1 km/s,",6,TeXGyreTermesX-Regular,,7,7
𝑧,6,NewTXMI7,,1,1
=,6,txmiaX,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
00,6,TeXGyreTermesX-Regular,,2,2
FDM: 256,6,TeXGyreTermesX-Regular,,8,8
3,4,TeXGyreTermesX-Regular,,1,1
",",6,TeXGyreTermesX-Regular,,1,1
𝑚𝑐,6,NewTXMI7,,2,2
2,4,TeXGyreTermesX-Regular,,1,1
=,6,txmiaX,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
75,6,TeXGyreTermesX-Regular,,2,2
×,6,txsys,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
−,4,txsys,,1,1
23,4,TeXGyreTermesX-Regular,,2,2
eV,6,TeXGyreTermesX-Regular,,2,2
𝑣,6,NewTXMI7,,1,1
max,4,TeXGyreTermesX-Regular,,3,3
=,6,txmiaX,,1,1
88,6,TeXGyreTermesX-Regular,,2,2
.,6,NewTXMI7,,1,1
"1 km/s,",6,TeXGyreTermesX-Regular,,7,7
𝑧,6,NewTXMI7,,1,1
=,6,txmiaX,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
00,6,TeXGyreTermesX-Regular,,2,2
0.25 /,6,TeXGyreTermesX-Regular,,6,6
ℎ,6,NewTXMI7,,1,1
−,4,txsys,,1,1
1,4,TeXGyreTermesX-Regular,,1,1
Mpc,6,TeXGyreTermesX-Regular,,3,3
0.25 /,6,TeXGyreTermesX-Regular,,6,6
ℎ,6,NewTXMI7,,1,1
−,4,txsys,,1,1
1,4,TeXGyreTermesX-Regular,,1,1
Mpc,6,TeXGyreTermesX-Regular,,3,3
0.25 /,6,TeXGyreTermesX-Regular,,6,6
ℎ,6,NewTXMI7,,1,1
−,4,txsys,,1,1
1,4,TeXGyreTermesX-Regular,,1,1
Mpc,6,TeXGyreTermesX-Regular,,3,3
0.25 /,6,TeXGyreTermesX-Regular,,6,6
ℎ,6,NewTXMI7,,1,1
−,4,txsys,,1,1
1,4,TeXGyreTermesX-Regular,,1,1
Mpc,6,TeXGyreTermesX-Regular,,3,3
FDM: 272,6,TeXGyreTermesX-Regular,,8,8
3,4,TeXGyreTermesX-Regular,,1,1
",",6,TeXGyreTermesX-Regular,,1,1
𝑚𝑐,6,NewTXMI7,,2,2
2,4,TeXGyreTermesX-Regular,,1,1
=,6,txmiaX,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
75,6,TeXGyreTermesX-Regular,,2,2
×,6,txsys,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
−,4,txsys,,1,1
23,4,TeXGyreTermesX-Regular,,2,2
eV,6,TeXGyreTermesX-Regular,,2,2
𝑣,6,NewTXMI7,,1,1
max,4,TeXGyreTermesX-Regular,,3,3
=,6,txmiaX,,1,1
93,6,TeXGyreTermesX-Regular,,2,2
.,6,NewTXMI7,,1,1
"6 km/s,",6,TeXGyreTermesX-Regular,,7,7
𝑧,6,NewTXMI7,,1,1
=,6,txmiaX,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
00,6,TeXGyreTermesX-Regular,,2,2
FDM: 400,6,TeXGyreTermesX-Regular,,8,8
3,4,TeXGyreTermesX-Regular,,1,1
",",6,TeXGyreTermesX-Regular,,1,1
𝑚𝑐,6,NewTXMI7,,2,2
2,4,TeXGyreTermesX-Regular,,1,1
=,6,txmiaX,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
75,6,TeXGyreTermesX-Regular,,2,2
×,6,txsys,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
−,4,txsys,,1,1
23,4,TeXGyreTermesX-Regular,,2,2
eV,6,TeXGyreTermesX-Regular,,2,2
𝑣,6,NewTXMI7,,1,1
max,4,TeXGyreTermesX-Regular,,3,3
=,6,txmiaX,,1,1
137,6,TeXGyreTermesX-Regular,,3,3
.,6,NewTXMI7,,1,1
"7 km/s,",6,TeXGyreTermesX-Regular,,7,7
𝑧,6,NewTXMI7,,1,1
=,6,txmiaX,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
00,6,TeXGyreTermesX-Regular,,2,2
FDM: 512,6,TeXGyreTermesX-Regular,,8,8
3,4,TeXGyreTermesX-Regular,,1,1
",",6,TeXGyreTermesX-Regular,,1,1
𝑚𝑐,6,NewTXMI7,,2,2
2,4,TeXGyreTermesX-Regular,,1,1
=,6,txmiaX,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
75,6,TeXGyreTermesX-Regular,,2,2
×,6,txsys,,1,1
10,6,TeXGyreTermesX-Regular,,2,2
−,4,txsys,,1,1
23,4,TeXGyreTermesX-Regular,,2,2
eV,6,TeXGyreTermesX-Regular,,2,2
𝑣,6,NewTXMI7,,1,1
max,4,TeXGyreTermesX-Regular,,3,3
=,6,txmiaX,,1,1
176,6,TeXGyreTermesX-Regular,,3,3
.,6,NewTXMI7,,1,1
"2 km/s,",6,TeXGyreTermesX-Regular,,7,7
𝑧,6,NewTXMI7,,1,1
=,6,txmiaX,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
00,6,TeXGyreTermesX-Regular,,2,2
CDM: 256,6,TeXGyreTermesX-Regular,,8,8
3,4,TeXGyreTermesX-Regular,,1,1
𝑣,6,NewTXMI7,,1,1
99,4,TeXGyreTermesX-Regular,,2,2
=,6,txmiaX,,1,1
100,6,TeXGyreTermesX-Regular,,3,3
.,6,NewTXMI7,,1,1
"6 km/s,",6,TeXGyreTermesX-Regular,,7,7
𝑧,6,NewTXMI7,,1,1
=,6,txmiaX,,1,1
0,6,TeXGyreTermesX-Regular,,1,1
.,6,NewTXMI7,,1,1
00,6,TeXGyreTermesX-Regular,,2,2
0.25 /,6,TeXGyreTermesX-Regular,,6,6
ℎ,6,NewTXMI7,,1,1
−,4,txsys,,1,1
1,4,TeXGyreTermesX-Regular,,1,1
Mpc,6,TeXGyreTermesX-Regular,,3,3
0.25 /,6,TeXGyreTermesX-Regular,,6,6
ℎ,6,NewTXMI7,,1,1
−,4,txsys,,1,1
1,4,TeXGyreTermesX-Regular,,1,1
Mpc,6,TeXGyreTermesX-Regular,,3,3
0.25 /,6,TeXGyreTermesX-Regular,,6,6
ℎ,6,NewTXMI7,,1,1
−,4,txsys,,1,1
1,4,TeXGyreTermesX-Regular,,1,1
Mpc,6,TeXGyreTermesX-Regular,,3,3
0.25 /,6,TeXGyreTermesX-Regular,,6,6
ℎ,6,NewTXMI7,,1,1
−,4,txsys,,1,1
