text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
: ####,9,NimbusRomNo9L-Regu,,6,6
Figure 2,9,NimbusRomNo9L-Medi,,8,8
.,9,NimbusRomNo9L-Regu,,1,1
AstroSat,9,NimbusRomNo9L-ReguItal,,8,8
"SXT and LAXPC joint spectrum from the BHXB MAXI J1535–571. The model used to ﬁt is an absorbed
disk blackbody plus cut-o",9,NimbusRomNo9L-Regu,,120,94
ﬀ,9,rtxr,,1,1
"powerlaw, the latter representing a Comptonization component (upper panel). This brings out
two prominent features – Fe K",9,NimbusRomNo9L-Regu,,121,91
α,9,rtxmi,,1,1
"emission line and Compton hump – of the reﬂection component of the spectrum in the
data-to-model ratio plot (lower panel). It is clearly seen that both the disk blackbody and the asymmetry of the Fe K",9,NimbusRomNo9L-Regu,,200,117
α,9,rtxmi,,1,1
"line
due to relativistic e",9,NimbusRomNo9L-Regu,,26,21
ﬀ,9,rtxr,,1,1
"ects can be measured only with SXT, which are crucial to estimate the black hole mass and spin (see
section 2.; ﬁgure courtesy: Navin Sridhar; Sridhar",9,NimbusRomNo9L-Regu,,150,99
et al,9,NimbusRomNo9L-ReguItal,,5,5
"., 2019).",9,NimbusRomNo9L-Regu,,9,9
s,10,NimbusRomNo9L-Regu,,1,1
−,7,txsy,,1,1
1,7,NimbusRomNo9L-Regu,,1,1
". These are known as Symbiotic Recurrent Novae,
and only four such objects are currently known to exist
(Schaefer, 2010).",10,NimbusRomNo9L-Regu,,121,55
AstroSat,10,NimbusRomNo9L-ReguItal,,8,8
"SXT observed one such nova, V3890 Sgr,
in two long observations in 2019 from 5th Septem-
ber to 16th September, just",10,NimbusRomNo9L-Regu,,116,49
∼,10,txsy,,1,1
"8 days after its third
recorded outburst, with the highest cadence monitor-
ing from a low-Earth orbit satellite (Singh",10,NimbusRomNo9L-Regu,,119,52
et al,10,NimbusRomNo9L-ReguItal,,5,5
"., 2021).
The observations caught the ﬁrst appearance of Super
Soft Source (SSS) emission (",10,NimbusRomNo9L-Regu,,91,52
<,10,rtxmi,,1,1
"1 keV) on day 8.57 af-
ter the outburst, revealing the presence of a very high
mass white dwarf. Rapid and highly variable evolu-
tion of the SSS, that included its complete vanishing",10,NimbusRomNo9L-Regu,,183,55
during days 8,10,NimbusRomNo9L-Regu,,13,13
.,10,rtxmi,,1,1
6,10,NimbusRomNo9L-Regu,,1,1
−,10,txsy,,1,1
8,10,NimbusRomNo9L-Regu,,1,1
.,10,rtxmi,,1,1
"9 and subsequent appearance, fol-
lowed by another extremely low ﬂux state during days
16",10,NimbusRomNo9L-Regu,,89,52
.,10,rtxmi,,1,1
8,10,NimbusRomNo9L-Regu,,1,1
−,10,txsy,,1,1
17,10,NimbusRomNo9L-Regu,,2,2
.,10,rtxmi,,1,1
"8, and rising again were observed. A detailed
spectral modeling, using white dwarf emission models
for the SSS and plasma models for higher energy (1",10,NimbusRomNo9L-Regu,,149,52
−,10,txsy,,1,1
"7
keV) emission, to study the source spectral evolution
has been carried out. The rapid spectral evolution (see
Fig. 5) on nearly hourly time scales is not explained by
evolutionary models of accretion and ejecta.",10,NimbusRomNo9L-Regu,,213,56
7. Active galactic nuclei,10,NimbusRomNo9L-Medi,,25,25
"Active galactic nuclei (AGNs) are supermassive black
holes, which accrete gas from the surrounding medium
near the centres of galaxies. AGNs can radiate promi-
nently in a wide energy range – from radio to",10,NimbusRomNo9L-Regu,,205,53
γ,10,rtxmi,,1,1
"-rays,
and are rich in observational features in multiple wave-
bands. Based on these features, these objects have been
divided into several subclasses, such as Seyfert galaxies
and Blazars. AGNs are extremely important to study
the strong gravity regime, accretion",10,NimbusRomNo9L-Regu,,265,57
/,10,rtxr,,1,1
"ejection mecha-
nisms, the feedback to the host galaxy and the inter-
galactic medium, and cosmology (e.g., Netzer, 2015).",10,NimbusRomNo9L-Regu,,122,53
AstroSat,10,NimbusRomNo9L-ReguItal,,8,8
"has observed several AGNs, and SXT
has signiﬁcantly contributed to the spectral and timing
characterization of some of them. For example, SXT
has measured the broadband spectrum and variability of
the narrow-line Seyfert 1 galaxy RE J1034",10,NimbusRomNo9L-Regu,,238,55
+,10,rtxr,,1,1
"396 in soft
X-rays, and contributed to the source power spectrum,
which, when compared with the power spectrum of the
BHXB GRS 1915",10,NimbusRomNo9L-Regu,,131,53
+,10,rtxr,,1,1
"105, indicated a supermassive black
hole mass of",10,NimbusRomNo9L-Regu,,48,35
∼,10,txsy,,1,1
3,10,NimbusRomNo9L-Regu,,1,1
×,10,txsy,,1,1
10,10,NimbusRomNo9L-Regu,,2,2
6,7,NimbusRomNo9L-Regu,,1,1
M,10,NimbusRomNo9L-Regu,,1,1
⊙,7,txsy,,1,1
(Chaudhury,10,NimbusRomNo9L-Regu,,10,10
et al,10,NimbusRomNo9L-ReguItal,,5,5
"., 2018).",10,NimbusRomNo9L-Regu,,9,9
"In another work, the variability of a Blazar, Mrk 421,",10,NimbusRomNo9L-Regu,,54,54
was measured with,10,NimbusRomNo9L-Regu,,17,17
AstroSat,10,NimbusRomNo9L-ReguItal,,8,8
"SXT and LAXPC, as well
as with",10,NimbusRomNo9L-Regu,,30,22
Swift,10,NimbusRomNo9L-ReguItal,,5,5
", which was very promising to establish a
way to probe the disk-jet connection (Chatterjee",10,NimbusRomNo9L-Regu,,90,48
et al,10,NimbusRomNo9L-ReguItal,,5,5
".,",10,NimbusRomNo9L-Regu,,2,2
J. Astrophys. Astr.,9,NimbusRomNo9L-ReguItal,,19,19
(0000),9,NimbusRomNo9L-Regu,,6,6
000,9,NimbusRomNo9L-Medi,,3,3
: ####,9,NimbusRomNo9L-Regu,,6,6
Page 5 of 1 ####,9,NimbusRomNo9L-Regu,,16,16
),2,Times-Roman,,1,1
1,2,Times-Roman,,1,1
−,2,Times-Roman,,1,1
V,4,Times-Roman,,1,1
e,3,Times-Roman,,1,1
k,3,Times-Roman,,1,1
,1,Times-Roman,,0,0
1,2,Times-Roman,,1,1
−,2,Times-Roman,,1,1
s,2,Times-Roman,,1,1
,1,Times-Roman,,0,0
2,2,Times-Roman,,1,1
−,2,Times-Roman,,1,1
m,5,Times-Roman,,1,1
c,3,Times-Roman,,1,1
,1,Times-Roman,,0,0
s,2,Times-Roman,,1,1
"n
o",3,Times-Roman,,3,1
t,1,Times-Roman,,1,1
"o
h",3,Times-Roman,,3,1
P,3,Times-Roman,,1,1
(,2,Times-Roman,,1,1
,1,Times-Roman,,0,0
2,2,Times-Roman,,1,1
V,4,Times-Roman,,1,1
e,3,Times-Roman,,1,1
k,3,Times-Roman,,1,1
χ,3,Symbol,,1,1
χ,3,Symbol,,1,1
0.1,6,Times-Roman,,3,3
0.01,6,Times-Roman,,4,4
"4
2
0
−2",6,Times-Roman,,8,2
"4
2
0
−2",6,Times-Roman,,8,2
(a),6,Times-Roman,,3,3
"SXT
XMM
LAXPC",6,Times-Roman,,13,5
(b),6,Times-Roman,,3,3
(c),6,Times-Roman,,3,3
1,6,Times-Roman,,1,1
2,6,Times-Roman,,1,1
"5
Energy (keV)",6,Times-Roman,,14,12
10,6,Times-Roman,,2,2
20,6,Times-Roman,,2,2
Figure 3,9,NimbusRomNo9L-Medi,,8,8
.,9,NimbusRomNo9L-Regu,,1,1
AstroSat,9,NimbusRomNo9L-ReguItal,,8,8
"SXT and LAXPC, and",9,NimbusRomNo9L-Regu,,18,18
XMM-Newton,9,NimbusRomNo9L-ReguItal,,10,10
"EPIC-PN joint spectrum of the neutron star LMXB and accretion-
powered millisecond X-ray pulsar SAX J1748.9–2021 (panel (a)). Panels (b) and (c) show the residuals for the XSPEC
models",9,NimbusRomNo9L-Regu,,184,114
tbabs(bbodyrad+nthcomp),9,txtt,,23,23
and,9,NimbusRomNo9L-Regu,,3,3
tbabs(bbodyrad+nthcomp+xillvercp),9,txtt,,33,33
", respectively. This ﬁgure shows that",9,NimbusRomNo9L-Regu,,37,37
SXT and,9,NimbusRomNo9L-Regu,,7,7
XMM-Newton,9,NimbusRomNo9L-ReguItal,,10,10
"EPIC-PN residuals match well with each other, with the SXT spectrum extending farther in lower
energies (see section 3.; ﬁgure courtesy: Aru Beri; Sharma",9,NimbusRomNo9L-Regu,,153,94
et al,9,NimbusRomNo9L-ReguItal,,5,5
"., 2020).",9,NimbusRomNo9L-Regu,,9,9
"2018). Besides, SXT was useful to characterize the soft
X-ray spectrum of another Blazar, RGB J0710",10,NimbusRomNo9L-Regu,,99,55
+,10,rtxr,,1,1
"591
(Goswami",10,NimbusRomNo9L-Regu,,12,8
et al,10,NimbusRomNo9L-ReguItal,,5,5
"., 2020).",10,NimbusRomNo9L-Regu,,9,9
Simultaneous UV,10,NimbusRomNo9L-Regu,,15,15
/,10,rtxr,,1,1
"X-ray observations of a Seyfert
galaxy with",10,NimbusRomNo9L-Regu,,43,31
AstroSat,10,NimbusRomNo9L-ReguItal,,8,8
"can be useful to probe the ther-
mal Comptonization responsible for the broadband X-
ray emission. Joint X-ray spectral analyses of ﬁve sets
of SXT and LAXPC spectra revealed a steepening and
brightening X-ray power-law component with increas-
ing intrinsic UV emission for the Seyfert 1.2 AGN IC
4329A (Tripathi et al., to be submitted). These ob-
servations implied that UV emission from the disk in-
deed provides the primary seed photons for the Thermal
Comptonization process, and the X-ray spectral vari-
ability is caused by either cooling of the hot corona or
increasing optical depth of the corona, each with in-",10,NimbusRomNo9L-Regu,,621,56
creasing UV ﬂux.,10,NimbusRomNo9L-Regu,,16,16
8. Stars,10,NimbusRomNo9L-Medi,,8,8
"Coronal activity in stars can be studied by observing
the variation of its high-energy radiation, including oc-
casional ﬂares (Gudel & Naze, 2009). Such a study
can be useful not only to probe the stellar physics and
the surrounding environment, but also to understand",10,NimbusRomNo9L-Regu,,269,57
the impact of the ejected particles and radiation on the,10,NimbusRomNo9L-Regu,,56,56
"plausible planets, including their habitability.",10,NimbusRomNo9L-Regu,,48,48
AstroSat,10,NimbusRomNo9L-ReguItal,,8,8
"SXT is capable of tracking the stellar soft X-ray inten-
sity variation, which was demonstrated by an observa-
tional campaign on our nearest star Proxima Centauri",10,NimbusRomNo9L-Regu,,163,56
"with SXT,",10,NimbusRomNo9L-Regu,,9,9
Chandra,10,NimbusRomNo9L-ReguItal,,7,7
"Low Energy Transmission Grating
Spectrometer (LETGS) and",10,NimbusRomNo9L-Regu,,56,31
Hubble Space Telescope,10,NimbusRomNo9L-ReguItal,,22,22
(,10,NimbusRomNo9L-Regu,,1,1
HST,10,NimbusRomNo9L-ReguItal,,3,3
"). Proxima Centauri is an M-dwarf with an Earth-
like planet within its habitable zone, and several ﬂares
and the non-ﬂare emission observed from the star were
useful to probe the coronal temperatures, abundance,
(see Fig. 6; Lalitha",10,NimbusRomNo9L-Regu,,233,56
et al,10,NimbusRomNo9L-ReguItal,,5,5
"., 2020). Particularly,
etc.
one ﬂare was observed with all three instruments, and
showed the Neupert e",10,NimbusRomNo9L-Regu,,103,53
ﬀ,10,rtxr,,1,1
"ect, that is the UV emission pre-
ceding the soft X-ray emission.",10,NimbusRomNo9L-Regu,,65,33
9. Conclusions,10,NimbusRomNo9L-Medi,,14,14
"Recent publications in refereed journals have con-
ﬁrmed that SXT can successfully study spectral and",10,NimbusRomNo9L-Regu,,101,50
"timing properties of a variety of cosmic sources, as a
standalone telescope, as well as in combination with
other",10,NimbusRomNo9L-Regu,,113,54
AstroSat,10,NimbusRomNo9L-ReguItal,,8,8
"science instruments and other satellites,
such as",10,NimbusRomNo9L-Regu,,49,41
Chandra,10,NimbusRomNo9L-ReguItal,,7,7
",",10,NimbusRomNo9L-Regu,,1,1
XMM-Newton,10,NimbusRomNo9L-ReguItal,,10,10
",",10,NimbusRomNo9L-Regu,,1,1
NuSTAR,10,NimbusRomNo9L-ReguItal,,6,6
", and even",10,NimbusRomNo9L-Regu,,10,10
HST,10,NimbusRomNo9L-ReguItal,,3,3
. Since the launch of,10,NimbusRomNo9L-Regu,,21,21
AstroSat,10,NimbusRomNo9L-ReguItal,,8,8
"in late 2015, SXT
has been performing as expected, without any signif-
icant degradation of its capabilities. If this continues,
SXT can be very useful for deep observations, as well
as to track the evolution of relatively bright X-ray tran-
sients in a more dedicated manner in the future.",10,NimbusRomNo9L-Regu,,290,58
#### Page 6 of 1,9,NimbusRomNo9L-Regu,,16,16
J. Astrophys. Astr.,9,NimbusRomNo9L-ReguItal,,19,19
(0000),9,NimbusRomNo9L-Regu,,6,6
000,9,NimbusRomNo9L-Medi,,3,3
: ####,9,NimbusRomNo9L-Regu,,6,6
5.5,6,DejaVuSans,,3,3
5.0,6,DejaVuSans,,3,3
4.5,6,DejaVuSans,,3,3
4.0,6,DejaVuSans,,3,3
3.5,6,DejaVuSans,,3,3
3.0,6,DejaVuSans,,3,3
2.5,6,DejaVuSans,,3,3
2.0,6,DejaVuSans,,3,3
,2,DejaVuSans,,0,0
),2,DejaVuSans,,1,1
V,4,DejaVuSans,,1,1
e,4,DejaVuSans,,1,1
k,3,DejaVuSans,,1,1
(,2,DejaVuSans,,1,1
,2,DejaVuSans,,0,0
y,4,DejaVuSans,,1,1
g,4,DejaVuSans,,1,1
r,2,DejaVuSans,,1,1
e,4,DejaVuSans,,1,1
n,4,DejaVuSans,,1,1
E,4,DejaVuSans,,1,1
1.20,6,DejaVuSans,,4,4
1.12,6,DejaVuSans,,4,4
1.04,6,DejaVuSans,,4,4
0.96,6,DejaVuSans,,4,4
0.88,6,DejaVuSans,,4,4
0.80,6,DejaVuSans,,4,4
0.72,6,DejaVuSans,,4,4
0.00 0.25 0.50 0.75 1.00 1.25 1.50 1.75 2.00,6,DejaVuSans,,44,44
Phase,6,DejaVuSans,,5,5
Figure 4,9,NimbusRomNo9L-Medi,,8,8
. Energy-resolved pulse proﬁle of the ﬁrst Galactic ultra-luminous X-ray pulsar Swift J0243.6,9,NimbusRomNo9L-Regu,,93,93
+,9,rtxr,,1,1
"6124, using the",9,NimbusRomNo9L-Regu,,15,15
AstroSat,9,NimbusRomNo9L-ReguItal,,8,8
SXT data. This ﬁgure shows that SXT could su,9,NimbusRomNo9L-Regu,,44,44
ﬃ,9,rtxr,,1,1
ciently resolve the X-ray pulsation period of,9,NimbusRomNo9L-Regu,,45,45
∼,9,txsy,,1,1
9,9,NimbusRomNo9L-Regu,,1,1
.,9,rtxmi,,1,1
"85 s in its FW
mode (see section 5.; ﬁgure courtesy: Aru Beri; Beri",9,NimbusRomNo9L-Regu,,67,52
et al,9,NimbusRomNo9L-ReguItal,,5,5
"., 2021).",9,NimbusRomNo9L-Regu,,9,9
Acknowledgements,10,NimbusRomNo9L-Medi,,16,16
"Bhargava, Y., Rao, A. R., Singh, K. P.,",10,NimbusRomNo9L-Regu,,39,39
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2017, ApJ,",10,NimbusRomNo9L-Regu,,12,12
"The publications mentioned here used the data from
the AstroSat mission of the Indian Space Research Or-
ganisation (ISRO), archived at the Indian Space Sci-
ence Data Centre (ISSDC). The works mentioned here
were performed utilizing the calibration data-bases and
auxiliary analysis tools developed, maintained and dis-
tributed by the AstroSat-SXT team with members from
various institutions in India and abroad, and the SXT
Payload Operation Center (POC) at the TIFR, Mumbai
(https:",10,NimbusRomNo9L-Regu,,485,55
//,10,rtxr,,2,2
www.tifr.res.in,10,NimbusRomNo9L-Regu,,15,15
/,10,rtxr,,1,1
∼,10,txsy,,1,1
astrosat sxt,10,NimbusRomNo9L-Regu,,12,12
/,10,rtxr,,1,1
"index.html). SXT
data were processed and veriﬁed by the SXT POC.
We thank Mayukh Pahari, Navin Sridhar, Aru Beri and
Lalitha Sairam for providing some of the ﬁgures.",10,NimbusRomNo9L-Regu,,165,51
"849, 141",10,NimbusRomNo9L-Regu,,8,8
"45, 949",10,NimbusRomNo9L-Regu,,7,7
"Bhattacharyya, S. 2010, Advances in Space Research,",10,NimbusRomNo9L-Regu,,51,51
"Chakraborty, S., Navale, N., Ratheesh, A., & Bhat-",10,NimbusRomNo9L-Regu,,50,50
"tacharyya, S. 2020, MNRAS, 498, 5873",10,NimbusRomNo9L-Regu,,36,36
"Chandra, A. D., Roy, J., Agrawal, P. C., & Choudhury,",10,NimbusRomNo9L-Regu,,53,53
"M. 2020, MNRAS, 495, 2664",10,NimbusRomNo9L-Regu,,25,25
"Chatterjee, R., Roychowdhury, A., Chandra, S., &",10,NimbusRomNo9L-Regu,,48,48
"Sinha, A. 2018, ApJ, 859, L21",10,NimbusRomNo9L-Regu,,29,29
"Chaudhury, K., Chitnis, V. R., Rao, A. R.,",10,NimbusRomNo9L-Regu,,42,42
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2018,",10,NimbusRomNo9L-Regu,,7,7
"MNRAS, 478, 4830",10,NimbusRomNo9L-Regu,,16,16
"Goswami, P., Sinha, A., Chandra, S.,",10,NimbusRomNo9L-Regu,,36,36
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2020, MN-",10,NimbusRomNo9L-Regu,,11,11
"RAS, 492, 796",10,NimbusRomNo9L-Regu,,13,13
References,10,NimbusRomNo9L-Medi,,10,10
2989,10,NimbusRomNo9L-Regu,,4,4
"500, 565",10,NimbusRomNo9L-Regu,,8,8
"Agrawal, P. C. 2006, Advances in Space Research, 38,",10,NimbusRomNo9L-Regu,,52,52
"Gudel, M., & Naze, Y. 2009, A&ARv, 17, 309",10,NimbusRomNo9L-Regu,,42,42
"Baby, B. E., Agrawal, V. K., Ramadevi, M. C.,",10,NimbusRomNo9L-Regu,,45,45
et al,10,NimbusRomNo9L-ReguItal,,5,5
.,10,NimbusRomNo9L-Regu,,1,1
"MNRAS, 498, 4830",10,NimbusRomNo9L-Regu,,16,16
"2020, MNRAS, 497, 1197",10,NimbusRomNo9L-Regu,,22,22
"Beri, A., Naik, S., Singh, K. P.,",10,NimbusRomNo9L-Regu,,33,33
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2021, MNRAS,",10,NimbusRomNo9L-Regu,,14,14
"468, L59",10,NimbusRomNo9L-Regu,,8,8
"King, A., Lasota, J.-P., & Kluzniak, W. 2017, MNRAS,",10,NimbusRomNo9L-Regu,,52,52
"Jaisawal, G. K., Naik, S., Ho, W. C. G.,",10,NimbusRomNo9L-Regu,,40,40
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2020,",10,NimbusRomNo9L-Regu,,7,7
"Bhargava, Y., Belloni, T., Bhattacharya, D., & Misra,",10,NimbusRomNo9L-Regu,,53,53
"2020, MNRAS, 498, 3658",10,NimbusRomNo9L-Regu,,22,22
"R. 2019, MNRAS, 488, 720",10,NimbusRomNo9L-Regu,,24,24
"Lalitha, S., Schmitt, J. H. M. M., Singh, K. P.,",10,NimbusRomNo9L-Regu,,48,48
et al,10,NimbusRomNo9L-ReguItal,,5,5
.,10,NimbusRomNo9L-Regu,,1,1
J. Astrophys. Astr.,9,NimbusRomNo9L-ReguItal,,19,19
(0000),9,NimbusRomNo9L-Regu,,6,6
000,9,NimbusRomNo9L-Medi,,3,3
: ####,9,NimbusRomNo9L-Regu,,6,6
Page 7 of 1 ####,9,NimbusRomNo9L-Regu,,16,16
V3890 Sgr              AstroSat SXT(2019 Sep 5−16),5,Times-Bold,,50,50
Day 15.87,5,Helvetica,,9,9
Day 16.34,5,Helvetica,,9,9
Day 17.36,5,Helvetica,,9,9
Day 18.44,5,Helvetica,,9,9
Day 9.64,5,Helvetica,,8,8
Day 8.77,5,Helvetica,,8,8
Day 8.26,5,Helvetica,,8,8
1,1,Helvetica,,1,1
−,1,Helvetica,,1,1
V,3,Helvetica,,1,1
e,2,Helvetica,,1,1
k,2,Helvetica,,1,1
,1,Helvetica,,0,0
1,1,Helvetica,,1,1
−,1,Helvetica,,1,1
s,2,Helvetica,,1,1
,1,Helvetica,,0,0
s,2,Helvetica,,1,1
t,1,Helvetica,,1,1
"n
u
o",2,Helvetica,,5,1
c,2,Helvetica,,1,1
,1,Helvetica,,0,0
"d
e",2,Helvetica,,3,1
z,2,Helvetica,,1,1
"i
l",1,Helvetica,,3,1
a,2,Helvetica,,1,1
m,4,Helvetica,,1,1
r,1,Helvetica,,1,1
"o
n",2,Helvetica,,3,1
"0
1",2,Helvetica,,3,1
1,2,Helvetica,,1,1
1,2,Helvetica,,1,1
.,1,Helvetica,,1,1
0,2,Helvetica,,1,1
"1
0
0",2,Helvetica,,5,1
.,1,Helvetica,,1,1
SSS (T,5,Helvetica,,6,6
eff,3,Helvetica,,3,3
"=0.6−0.9 MK) + 2T Plasma(kT=0.76−0.86 & 4−6 keV)
N",5,Helvetica,,50,48
H,3,Helvetica,,1,1
~ 10,5,Helvetica,,4,4
22,3,Helvetica,,2,2
cm,5,Helvetica,,2,2
2,3,Helvetica,,1,1
0.5,5,Helvetica,,3,3
"1
Energy (keV)",5,Helvetica,,14,12
2,5,Helvetica,,1,1
5,5,Helvetica,,1,1
Figure 5,9,NimbusRomNo9L-Medi,,8,8
. Evolution of,9,NimbusRomNo9L-Regu,,14,14
AstroSat,9,NimbusRomNo9L-ReguItal,,8,8
"SXT spectrum of the symbiotic recurrent nova V3890 Sgr. The ﬁgure includes 7 of the 79
individual SXT spectra during its 2019 outburst, showing rapid variations. The days indicate the days after the beginning
of the outburst. A Super Soft Source (SSS) emission component (with the best-ﬁt e",9,NimbusRomNo9L-Regu,,290,121
ﬀ,9,rtxr,,1,1
ective temperature,9,NimbusRomNo9L-Regu,,18,18
∼,9,txsy,,1,1
0,9,NimbusRomNo9L-Regu,,1,1
.,9,rtxmi,,1,1
6,9,NimbusRomNo9L-Regu,,1,1
−,9,txsy,,1,1
0,9,NimbusRomNo9L-Regu,,1,1
.,9,rtxmi,,1,1
"9
MK) and a two temperature plasma emission component (with best-ﬁt temperatures",9,NimbusRomNo9L-Regu,,80,78
∼,9,txsy,,1,1
0,9,NimbusRomNo9L-Regu,,1,1
.,9,rtxmi,,1,1
76,9,NimbusRomNo9L-Regu,,2,2
−,9,txsy,,1,1
0,9,NimbusRomNo9L-Regu,,1,1
.,9,rtxmi,,1,1
86 keV and,9,NimbusRomNo9L-Regu,,10,10
∼,9,txsy,,1,1
4,9,NimbusRomNo9L-Regu,,1,1
−,9,txsy,,1,1
"6 keV),
with a best-ﬁt hydrogen column density of",9,NimbusRomNo9L-Regu,,49,41
∼,9,txsy,,1,1
10,9,NimbusRomNo9L-Regu,,2,2
22,6,NimbusRomNo9L-Regu,,2,2
cm,9,NimbusRomNo9L-Regu,,2,2
−,6,txsy,,1,1
2,6,NimbusRomNo9L-Regu,,1,1
", were used to describe the spectra (see section 6.; Singh",9,NimbusRomNo9L-Regu,,58,58
et al,9,NimbusRomNo9L-ReguItal,,5,5
"., 2021).",9,NimbusRomNo9L-Regu,,9,9
"Malu, S., Sriram, K., & Agrawal, V. K. 2020, MNRAS,",10,NimbusRomNo9L-Regu,,51,51
"Singh, K. P., & Bhattacharya, D. 2017, Current Sci-",10,NimbusRomNo9L-Regu,,51,51
"499, 2214",10,NimbusRomNo9L-Regu,,9,9
"ence, 113, 602",10,NimbusRomNo9L-Regu,,14,14
"Maqbool, B., Mudambi, S. P., Misra, R.,",10,NimbusRomNo9L-Regu,,39,39
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2019,",10,NimbusRomNo9L-Regu,,7,7
"Singh, K. P., Dewangan, G. C., Chandra, S.,",10,NimbusRomNo9L-Regu,,43,43
et al,10,NimbusRomNo9L-ReguItal,,5,5
.,10,NimbusRomNo9L-Regu,,1,1
"MNRAS, 486, 2964",10,NimbusRomNo9L-Regu,,16,16
"2017b, Current Science, 113, 587",10,NimbusRomNo9L-Regu,,32,32
"Middleton, M. 2016, in Astrophysics of Black Holes
- From fundamental aspects to latest developments,
ed. C. Bambi (ASSL, Springer)",10,NimbusRomNo9L-Regu,,131,50
"Mudambi, S. P., Maqbool, B., Misra, R.,",10,NimbusRomNo9L-Regu,,39,39
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2020b,",10,NimbusRomNo9L-Regu,,8,8
"ApJ, 889, L17",10,NimbusRomNo9L-Regu,,13,13
"Singh, K. P., Girish, V., Pavana, M.,",10,NimbusRomNo9L-Regu,,37,37
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2021, MN-",10,NimbusRomNo9L-Regu,,11,11
"RAS, 501, 36",10,NimbusRomNo9L-Regu,,12,12
"Singh, K. P., Stewart, G. C., Chandra, S.,",10,NimbusRomNo9L-Regu,,42,42
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2016, in",10,NimbusRomNo9L-Regu,,10,10
"Proceedings of the SPIE, Vol. 9905, 99051E",10,NimbusRomNo9L-Regu,,42,42
"Singh, K. P., Stewart, G. C., Westergaard, N. J.,",10,NimbusRomNo9L-Regu,,49,49
et al,10,NimbusRomNo9L-ReguItal,,5,5
.,10,NimbusRomNo9L-Regu,,1,1
"Mudambi, S. P., Rao, A., Gudennavar, S. B., Misra, R.,",10,NimbusRomNo9L-Regu,,54,54
"& Bubbly, S. G. 2020a, MNRAS, 498, 4404",10,NimbusRomNo9L-Regu,,39,39
"2017a, JApA, 38, 29",10,NimbusRomNo9L-Regu,,19,19
"Mukerjee, K., Antia, H. M., & Katoch, T. 2020, ApJ,",10,NimbusRomNo9L-Regu,,51,51
"897, 73",10,NimbusRomNo9L-Regu,,7,7
"Netzer, H. 2015, ARA&A, 53, 365",10,NimbusRomNo9L-Regu,,31,31
"Pahari, M., Bhattacharyya, S., Rao, A. R.,",10,NimbusRomNo9L-Regu,,42,42
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2018a,",10,NimbusRomNo9L-Regu,,8,8
"Pahari, M., Yadav, J. S., Chauhan, J. V.,",10,NimbusRomNo9L-Regu,,41,41
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2018b,",10,NimbusRomNo9L-Regu,,8,8
"Roy, J., Agrawal, P. C., Singari, B., & Misra, R. 2020,",10,NimbusRomNo9L-Regu,,55,55
"ApJ, 867, 86",10,NimbusRomNo9L-Regu,,12,12
"ApJ, 853, L11",10,NimbusRomNo9L-Regu,,13,13
"RAA, 20, 155",10,NimbusRomNo9L-Regu,,12,12
"Schaefer, B. E. 2010, ApJS, 187, 275",10,NimbusRomNo9L-Regu,,36,36
"Seetha, S., & Megala, S. 2017, Current Science, 113,",10,NimbusRomNo9L-Regu,,52,52
579,10,NimbusRomNo9L-Regu,,3,3
"Singh, K. P., Tandon, S. N., Agrawal, P. C.,",10,NimbusRomNo9L-Regu,,44,44
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2014,",10,NimbusRomNo9L-Regu,,7,7
"in Proceedings of the SPIE, Vol. 9144, 91441S",10,NimbusRomNo9L-Regu,,45,45
"Sreehari, H., Nandi, A., Das, S.,",10,NimbusRomNo9L-Regu,,33,33
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2020, MNRAS,",10,NimbusRomNo9L-Regu,,14,14
"499, 5891",10,NimbusRomNo9L-Regu,,9,9
"Sreehari, H., Ravishankar, B. T., Iyer, N.,",10,NimbusRomNo9L-Regu,,43,43
et al,10,NimbusRomNo9L-ReguItal,,5,5
". 2019,",10,NimbusRomNo9L-Regu,,7,7
"MNRAS, 487, 928",10,NimbusRomNo9L-Regu,,15,15
"Sridhar, N., Bhattacharyya, S., Chandra, S., & Antia,",10,NimbusRomNo9L-Regu,,53,53
"H. M. 2019, MNRAS, 487, 4221",10,NimbusRomNo9L-Regu,,28,28
"Torres, M. A. P., Casares, J., Jimenez-Ibarra, F.,",10,NimbusRomNo9L-Regu,,50,50
et al,10,NimbusRomNo9L-ReguItal,,5,5
.,10,NimbusRomNo9L-Regu,,1,1
"2020, ApJ, 893, L37",10,NimbusRomNo9L-Regu,,19,19
"—. 2019, ApJ, 882, L21",10,NimbusRomNo9L-Regu,,22,22
